"year.group","mean","percent_05","percent_95","scenario","species"
2076,0.02730142392,0.017232809,0.0373260615,"baseline","X1"
2077,0.02730142384,0.017232809,0.0373260615,"baseline","X1"
2078,0.02730142368,0.017232809,0.0373260615,"baseline","X1"
2079,0.0273014236,0.017232809,0.0373260615,"baseline","X1"
2080,0.02730142352,0.017232809,0.0373260615,"baseline","X1"
2081,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2082,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2083,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2084,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2085,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2086,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2087,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2088,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2089,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2090,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2091,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2092,0.02730142348,0.017232809,0.0373260615,"baseline","X1"
2093,0.02730142348,0.017232809,0.0373260615,"baseline","X1"
2094,0.02730142348,0.017232809,0.0373260615,"baseline","X1"
2095,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2096,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2097,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2098,0.02730142344,0.017232809,0.0373260615,"baseline","X1"
2099,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2100,0.0273014234,0.017232809,0.0373260615,"baseline","X1"
2012,0.0244072726,0.0158668,0.033869288,"RCP2","X1"
2013,0.02919305492,0.0190213125,0.0405582495,"RCP2","X1"
2014,0.03006345908,0.019202792,0.042319216,"RCP2","X1"
2015,0.03019451352,0.0191055455,0.0431600425,"RCP2","X1"
2016,0.03004611236,0.019048246,0.04265425,"RCP2","X1"
2017,0.02956405676,0.0185720705,0.0414057385,"RCP2","X1"
2018,0.02915258376,0.0182259905,0.0408231655,"RCP2","X1"
2019,0.02912405704,0.018247494,0.040879309,"RCP2","X1"
2020,0.02929925672,0.018421897,0.0410780485,"RCP2","X1"
2021,0.0294161272,0.018515851,0.041157453,"RCP2","X1"
2022,0.02954539536,0.01859466,0.041275644,"RCP2","X1"
2023,0.0296494646,0.018652845,0.041396591,"RCP2","X1"
2024,0.02963035776,0.0186268865,0.0413714485,"RCP2","X1"
2025,0.02958974372,0.018592572,0.0413185865,"RCP2","X1"
2026,0.02963993,0.0186297155,0.0413940795,"RCP2","X1"
2027,0.029687295,0.0186657385,0.0414646465,"RCP2","X1"
2028,0.02969609244,0.018672625,0.041479972,"RCP2","X1"
2029,0.0297015,0.018676823,0.0414876515,"RCP2","X1"
2030,0.0297122502,0.018684053,0.0415038285,"RCP2","X1"
2031,0.02973391032,0.0186971025,0.0415346395,"RCP2","X1"
2032,0.02975583732,0.0187083975,0.0415643735,"RCP2","X1"
2033,0.02976338752,0.0187102855,0.041572857,"RCP2","X1"
2034,0.02977455748,0.0187178945,0.041588881,"RCP2","X1"
2035,0.02979040196,0.018728668,0.0416082665,"RCP2","X1"
2036,0.02980269712,0.0187372275,0.04162999,"RCP2","X1"
2037,0.02980007496,0.0187368265,0.0416301885,"RCP2","X1"
2038,0.02982058684,0.0187511475,0.0416548975,"RCP2","X1"
2039,0.02985198012,0.0187701015,0.0416943355,"RCP2","X1"
2040,0.0298666104,0.0187772025,0.041714138,"RCP2","X1"
2041,0.02985017648,0.0187668735,0.0417005465,"RCP2","X1"
2042,0.02978126248,0.0187251415,0.04160992,"RCP2","X1"
2043,0.02983588072,0.0187614725,0.04166094,"RCP2","X1"
2044,0.02990260732,0.018798059,0.0417530435,"RCP2","X1"
2045,0.02991309348,0.0188007295,0.041777816,"RCP2","X1"
2046,0.02991039444,0.0187997465,0.041769109,"RCP2","X1"
2047,0.02986113248,0.0187713755,0.041709446,"RCP2","X1"
2048,0.02980313524,0.0187406755,0.0416338925,"RCP2","X1"
2049,0.0298126488,0.018749373,0.0416369665,"RCP2","X1"
2050,0.02984199732,0.018763799,0.0416777815,"RCP2","X1"
2051,0.02984763932,0.018762051,0.041689905,"RCP2","X1"
2052,0.02989841932,0.0187932715,0.041755222,"RCP2","X1"
2053,0.0298726584,0.018777393,0.0417336075,"RCP2","X1"
2054,0.029803894,0.0187382235,0.0416410655,"RCP2","X1"
2055,0.02981602896,0.018749402,0.041637555,"RCP2","X1"
2056,0.02985516856,0.0187722335,0.041694204,"RCP2","X1"
2057,0.0298635372,0.018775799,0.0417175795,"RCP2","X1"
2058,0.02989684888,0.0187968135,0.0417569725,"RCP2","X1"
2059,0.02990555292,0.01879928,0.041764812,"RCP2","X1"
2060,0.02987402732,0.0187782925,0.0417262905,"RCP2","X1"
2061,0.0298848488,0.018789712,0.0417408365,"RCP2","X1"
2062,0.02987123044,0.0187814745,0.041728116,"RCP2","X1"
2063,0.02982936332,0.018755028,0.0416693595,"RCP2","X1"
2064,0.02991951672,0.0188138945,0.041772211,"RCP2","X1"
2065,0.02997433112,0.018840701,0.0418506425,"RCP2","X1"
2066,0.02984184744,0.0187520325,0.0416971405,"RCP2","X1"
2067,0.02974593028,0.018702775,0.041565802,"RCP2","X1"
2068,0.02986666628,0.0187889645,0.0417002895,"RCP2","X1"
2069,0.02999650952,0.0188605775,0.0418697375,"RCP2","X1"
2070,0.02998711864,0.0188427195,0.0418806665,"RCP2","X1"
2071,0.02992033256,0.018804613,0.0418010845,"RCP2","X1"
2072,0.02991754788,0.0188105255,0.041780504,"RCP2","X1"
2073,0.02996717484,0.018838908,0.0418276365,"RCP2","X1"
2074,0.02993422628,0.018810414,0.04179414,"RCP2","X1"
2075,0.02983872848,0.0187522795,0.041678531,"RCP2","X1"
2076,0.02982076536,0.01874955,0.041646291,"RCP2","X1"
2077,0.02990041728,0.018801481,0.0417425435,"RCP2","X1"
2078,0.02993746228,0.018818133,0.041803953,"RCP2","X1"
2079,0.02991373004,0.018801486,0.0417851795,"RCP2","X1"
2080,0.02992543248,0.018812347,0.041791765,"RCP2","X1"
2081,0.0299670826,0.0188385905,0.0418344345,"RCP2","X1"
2082,0.02995335316,0.018825682,0.041820267,"RCP2","X1"
2083,0.02986039888,0.01876669,0.041704831,"RCP2","X1"
2084,0.02985084808,0.0187671595,0.041682013,"RCP2","X1"
2085,0.0299214076,0.01881079,0.041765528,"RCP2","X1"
2086,0.02993868988,0.018814576,0.04180251,"RCP2","X1"
2087,0.02987083108,0.018772145,0.041728722,"RCP2","X1"
2088,0.02981395164,0.0187438475,0.0416506325,"RCP2","X1"
2089,0.02988189804,0.018792082,0.0417203775,"RCP2","X1"
2090,0.02994498948,0.0188253145,0.041807053,"RCP2","X1"
2091,0.02992127852,0.0188040025,0.0417903845,"RCP2","X1"
2092,0.02991758836,0.0188050185,0.041780111,"RCP2","X1"
2093,0.02993242416,0.0188174485,0.0417929895,"RCP2","X1"
2094,0.02989882348,0.0187946835,0.041751304,"RCP2","X1"
2095,0.02986480416,0.0187736215,0.041706049,"RCP2","X1"
2096,0.02988524336,0.018788919,0.041731915,"RCP2","X1"
2097,0.02986017528,0.0187719385,0.0417102865,"RCP2","X1"
2098,0.02981741304,0.0187460305,0.041656431,"RCP2","X1"
2099,0.02986219316,0.01877652,0.041701554,"RCP2","X1"
2100,0.02995229292,0.01882814,0.041814833,"RCP2","X1"
2012,0.02494734816,0.0162413405,0.0344242045,"RCP4","X1"
2013,0.02975849328,0.019335947,0.0406179965,"RCP4","X1"
2014,0.03052211204,0.019985593,0.041709452,"RCP4","X1"
2015,0.0305579492,0.0197651455,0.042449573,"RCP4","X1"
2016,0.030410196,0.0194722275,0.0424587675,"RCP4","X1"
2017,0.03002947188,0.019228516,0.0416305645,"RCP4","X1"
2018,0.02966634468,0.0191606685,0.0409809745,"RCP4","X1"
2019,0.0295760644,0.0191955775,0.0408512315,"RCP4","X1"
2020,0.02973181416,0.0193728385,0.041035275,"RCP4","X1"
2021,0.02993861436,0.019491451,0.0413044445,"RCP4","X1"
2022,0.03000537148,0.0195059115,0.041392627,"RCP4","X1"
2023,0.02998653396,0.0194778445,0.0413709225,"RCP4","X1"
2024,0.03000873988,0.0194677305,0.041411029,"RCP4","X1"
2025,0.03003889788,0.019455793,0.041463634,"RCP4","X1"
2026,0.03006351364,0.019450121,0.04152022,"RCP4","X1"
2027,0.03008733296,0.019453938,0.0415702605,"RCP4","X1"
2028,0.0300966778,0.0194638175,0.041587608,"RCP4","X1"
2029,0.03013254432,0.0194988925,0.04163322,"RCP4","X1"
2030,0.03014747988,0.019512379,0.041636886,"RCP4","X1"
2031,0.03013435908,0.019493054,0.041607915,"RCP4","X1"
2032,0.03009457968,0.0194433305,0.0415531085,"RCP4","X1"
2033,0.03004507664,0.0193860065,0.041497134,"RCP4","X1"
2034,0.03007927548,0.0193937695,0.0415633905,"RCP4","X1"
2035,0.03010433856,0.0194110515,0.041594031,"RCP4","X1"
2036,0.03010355072,0.0194114525,0.0415917055,"RCP4","X1"
2037,0.0300169468,0.019339804,0.0415029015,"RCP4","X1"
2038,0.02980770764,0.019172098,0.041278724,"RCP4","X1"
2039,0.02984936172,0.019164164,0.0413934975,"RCP4","X1"
2040,0.03001648004,0.0192694145,0.0416098095,"RCP4","X1"
2041,0.03001555768,0.019289471,0.0415821955,"RCP4","X1"
2042,0.0298953076,0.0192118805,0.0414269185,"RCP4","X1"
2043,0.02978992784,0.0191200775,0.041308235,"RCP4","X1"
2044,0.02958922128,0.018960072,0.0410557115,"RCP4","X1"
2045,0.02957161544,0.0189187845,0.0410507155,"RCP4","X1"
2046,0.02983761744,0.0191040375,0.041396873,"RCP4","X1"
2047,0.02995373064,0.0191899645,0.041514571,"RCP4","X1"
2048,0.02987703844,0.0191519915,0.0414148725,"RCP4","X1"
2049,0.02972280776,0.0190464705,0.0412061925,"RCP4","X1"
2050,0.02939715256,0.018830283,0.04075748,"RCP4","X1"
2051,0.02910399168,0.018574706,0.040379463,"RCP4","X1"
2052,0.02913466512,0.0185851685,0.0404822495,"RCP4","X1"
2053,0.02923110368,0.0186795525,0.0406012695,"RCP4","X1"
2054,0.02920311524,0.01867936,0.040517884,"RCP4","X1"
2055,0.0291637986,0.0186612115,0.040469413,"RCP4","X1"
2056,0.02898156332,0.01854254,0.0402429335,"RCP4","X1"
2057,0.02927308176,0.0187186415,0.0406683405,"RCP4","X1"
2058,0.02949465228,0.018878775,0.04093208,"RCP4","X1"
2059,0.0290882094,0.0186467435,0.040310854,"RCP4","X1"
2060,0.02849991544,0.0182464,0.039608693,"RCP4","X1"
2061,0.02830093432,0.0180615765,0.0394271485,"RCP4","X1"
2062,0.02865287932,0.0183011775,0.039953679,"RCP4","X1"
2063,0.02877846,0.0183767935,0.040067487,"RCP4","X1"
2064,0.02862527032,0.018273747,0.039808333,"RCP4","X1"
2065,0.02849604368,0.0181868,0.039594443,"RCP4","X1"
2066,0.02849445704,0.01817517,0.0396191255,"RCP4","X1"
2067,0.02850915968,0.018186793,0.0396499735,"RCP4","X1"
2068,0.02852981896,0.018202814,0.039673511,"RCP4","X1"
2069,0.0285587874,0.0182207125,0.039709116,"RCP4","X1"
2070,0.02835224624,0.0180986945,0.0394423435,"RCP4","X1"
2071,0.0280270418,0.017897997,0.0389998975,"RCP4","X1"
2072,0.02803514344,0.017888553,0.0390200335,"RCP4","X1"
2073,0.02820811884,0.0179962355,0.039275726,"RCP4","X1"
2074,0.02802494436,0.017896213,0.0390497385,"RCP4","X1"
2075,0.028220393,0.0180186095,0.0392695515,"RCP4","X1"
2076,0.02855177556,0.0182298765,0.0397289975,"RCP4","X1"
2077,0.02853015496,0.018234529,0.039729718,"RCP4","X1"
2078,0.0280528716,0.0179451945,0.0390796295,"RCP4","X1"
2079,0.02760679328,0.017648135,0.038460839,"RCP4","X1"
2080,0.02762593636,0.0176302375,0.038630613,"RCP4","X1"
2081,0.02744747904,0.0175235865,0.038404939,"RCP4","X1"
2082,0.02734403952,0.0174749935,0.038265977,"RCP4","X1"
2083,0.0275487052,0.0176147815,0.0385711525,"RCP4","X1"
2084,0.02793438504,0.017861354,0.039069287,"RCP4","X1"
2085,0.02793219564,0.017865724,0.039042006,"RCP4","X1"
2086,0.02781414012,0.017798787,0.0388733885,"RCP4","X1"
2087,0.02789340988,0.0178429585,0.039001774,"RCP4","X1"
2088,0.02806589428,0.0179450995,0.0392676635,"RCP4","X1"
2089,0.02763186552,0.017687576,0.0386898355,"RCP4","X1"
2090,0.02692361048,0.0172451525,0.0378007685,"RCP4","X1"
2091,0.02719451508,0.0174411195,0.038274033,"RCP4","X1"
2092,0.02793790812,0.0179234645,0.0392355095,"RCP4","X1"
2093,0.0282361736,0.0180672055,0.039576703,"RCP4","X1"
2094,0.02839940132,0.018194804,0.039738717,"RCP4","X1"
2095,0.02837388488,0.018177259,0.0397050855,"RCP4","X1"
2096,0.02794673296,0.017901582,0.039144899,"RCP4","X1"
2097,0.0275082572,0.0176139575,0.038576435,"RCP4","X1"
2098,0.0274125814,0.0175415655,0.038495592,"RCP4","X1"
2099,0.02720736232,0.0174232915,0.0382529065,"RCP4","X1"
2100,0.02727648876,0.0174761535,0.038390097,"RCP4","X1"
2012,0.02467291068,0.0161589725,0.033197465,"RCP8","X1"
2013,0.02921713228,0.019516731,0.038903836,"RCP8","X1"
2014,0.02992146656,0.020145222,0.0401535295,"RCP8","X1"
2015,0.02995453344,0.0198787585,0.040316749,"RCP8","X1"
2016,0.029831625,0.019659434,0.0401337365,"RCP8","X1"
2017,0.02951485716,0.0195784695,0.0394216895,"RCP8","X1"
2018,0.02921413152,0.019497878,0.038862667,"RCP8","X1"
2019,0.02911661488,0.0194515015,0.03871183,"RCP8","X1"
2020,0.0292420862,0.019516413,0.0389199155,"RCP8","X1"
2021,0.02947467708,0.019657413,0.0392345475,"RCP8","X1"
2022,0.0296912164,0.0198286685,0.0395158635,"RCP8","X1"
2023,0.02969355504,0.0198274045,0.0395343425,"RCP8","X1"
2024,0.02962341668,0.019772782,0.039473522,"RCP8","X1"
2025,0.02967336772,0.0198079595,0.0395505655,"RCP8","X1"
2026,0.02976227828,0.0198672505,0.0396531405,"RCP8","X1"
2027,0.02975676844,0.0198591355,0.0396386735,"RCP8","X1"
2028,0.02977099888,0.019865029,0.039674731,"RCP8","X1"
2029,0.02984139,0.0199124635,0.0397821935,"RCP8","X1"
2030,0.0298686626,0.0199315995,0.0398306875,"RCP8","X1"
2031,0.02989251008,0.019948393,0.039866911,"RCP8","X1"
2032,0.02991090592,0.0199556325,0.0398832715,"RCP8","X1"
2033,0.0298454178,0.0198955485,0.0397791375,"RCP8","X1"
2034,0.02972183864,0.0197908605,0.0395992465,"RCP8","X1"
2035,0.02970420696,0.019766438,0.039578939,"RCP8","X1"
2036,0.02977527544,0.0198184815,0.039687623,"RCP8","X1"
2037,0.02969621444,0.0197678235,0.0395837355,"RCP8","X1"
2038,0.02965873984,0.0197329455,0.0395318255,"RCP8","X1"
2039,0.02954183112,0.0196366745,0.0393458395,"RCP8","X1"
2040,0.02932642572,0.0194673785,0.039038736,"RCP8","X1"
2041,0.02924848568,0.019404459,0.0389445245,"RCP8","X1"
2042,0.02927318092,0.019430176,0.0389860185,"RCP8","X1"
2043,0.02911385484,0.0193354895,0.038766,"RCP8","X1"
2044,0.02862925404,0.019022496,0.0380985655,"RCP8","X1"
2045,0.028581747,0.0190094865,0.038041759,"RCP8","X1"
2046,0.02900235184,0.019327857,0.0386203715,"RCP8","X1"
2047,0.02891334316,0.019290634,0.038507484,"RCP8","X1"
2048,0.0283190956,0.01888478,0.0377049035,"RCP8","X1"
2049,0.02820238208,0.0188121795,0.037638073,"RCP8","X1"
2050,0.02833067336,0.018932018,0.037804839,"RCP8","X1"
2051,0.02788910488,0.0186704075,0.0371947435,"RCP8","X1"
2052,0.02749273384,0.0183925775,0.0367816795,"RCP8","X1"
2053,0.027140534,0.018125892,0.036417846,"RCP8","X1"
2054,0.02665683116,0.0177743225,0.035852596,"RCP8","X1"
2055,0.02653380192,0.017674852,0.03570798,"RCP8","X1"
2056,0.0264324782,0.0176267315,0.0356187025,"RCP8","X1"
2057,0.02620167552,0.0174861785,0.0353656895,"RCP8","X1"
2058,0.02563855888,0.017091427,0.0346737935,"RCP8","X1"
2059,0.0250124976,0.016608492,0.0339413815,"RCP8","X1"
2060,0.02497594884,0.0165228335,0.033984551,"RCP8","X1"
2061,0.02461727912,0.0161920715,0.0335293655,"RCP8","X1"
2062,0.0239674852,0.0156572065,0.032721087,"RCP8","X1"
2063,0.0234877098,0.0152187845,0.0320981455,"RCP8","X1"
2064,0.02285388996,0.014760972,0.0313928735,"RCP8","X1"
2065,0.02255277876,0.0145269025,0.0311499825,"RCP8","X1"
2066,0.02243601764,0.014452801,0.0310289715,"RCP8","X1"
2067,0.02181354252,0.0140526425,0.030385476,"RCP8","X1"
2068,0.021170562556,0.013581298,0.0298523455,"RCP8","X1"
2069,0.021115740304,0.0134947815,0.0299574555,"RCP8","X1"
2070,0.021155973396,0.0135364675,0.030056088,"RCP8","X1"
2071,0.020592132844,0.0132015225,0.0293908225,"RCP8","X1"
2072,0.019133532748,0.0122369405,0.0278272375,"RCP8","X1"
2073,0.017603517076,0.011061099,0.026462055,"RCP8","X1"
2074,0.017096595952,0.010506613,0.026451879,"RCP8","X1"
2075,0.0171046515,0.0104392385,0.026575408,"RCP8","X1"
2076,0.01645598068,0.0099972049,0.0258858735,"RCP8","X1"
2077,0.015209400596,0.00893990225,0.0246867025,"RCP8","X1"
2078,0.01392569846,0.0075567958,0.023629582,"RCP8","X1"
2079,0.013171095056,0.00646310475,0.023238885,"RCP8","X1"
2080,0.01295022844,0.00586967855,0.023438841,"RCP8","X1"
2081,0.012764512256,0.0052947996,0.0233834435,"RCP8","X1"
2082,0.011797570624,0.00462381915,0.0219500445,"RCP8","X1"
2083,0.010956046168,0.0038224101,0.0213064535,"RCP8","X1"
2084,0.010594558216,0.0032615523,0.021449029,"RCP8","X1"
2085,0.0104984015836,0.00269554125,0.0215287135,"RCP8","X1"
2086,0.0098782010324,0.00203649735,0.020462953,"RCP8","X1"
2087,0.0089285041236,0.0013864718,0.0190998665,"RCP8","X1"
2088,0.00821535117284,0.000901360285,0.0182752945,"RCP8","X1"
2089,0.0077541174906,0.00048527129,0.017878494,"RCP8","X1"
2090,0.007221274250332,0.00022266757,0.017222071,"RCP8","X1"
2091,0.0064165807045496,8.3544269e-05,0.016059229,"RCP8","X1"
2092,0.0056281972575882,2.31999115e-05,0.014957986,"RCP8","X1"
2093,0.00506893688039219,4.80880855e-06,0.014509662,"RCP8","X1"
2094,0.00496306044633827,8.69447025e-07,0.0149990205,"RCP8","X1"
2095,0.0051010936784751,1.23086375e-07,0.015598702,"RCP8","X1"
2096,0.004848381157071,1.3389394e-08,0.014834298,"RCP8","X1"
2097,0.00426866855107394,1.0714957e-09,0.0136573765,"RCP8","X1"
2098,0.00348061576724658,5.54161895e-11,0.0118381765,"RCP8","X1"
2099,0.00307179640188863,1.12687938e-12,0.0113040885,"RCP8","X1"
2100,0.00296668183076937,1.13648925e-14,0.011770118,"RCP8","X1"
2012,0.171774436,0.133418025,0.21076087,"baseline","X2"
2013,0.180427346,0.139575395,0.220829695,"baseline","X2"
2014,0.1962084672,0.153301915,0.239541395,"baseline","X2"
2015,0.2174440572,0.16779112,0.2653483,"baseline","X2"
2016,0.2419196664,0.184102805,0.29887232,"baseline","X2"
2017,0.2677438196,0.200415145,0.33492239,"baseline","X2"
2018,0.2930146748,0.216743545,0.37138548,"baseline","X2"
2019,0.3158484648,0.2306903,0.40436892,"baseline","X2"
2020,0.3346211496,0.24251877,0.430528235,"baseline","X2"
2021,0.3482415616,0.252028025,0.46002949,"baseline","X2"
2022,0.3563785056,0.25748806,0.471311435,"baseline","X2"
2023,0.3595411252,0.259295055,0.48331911,"baseline","X2"
2024,0.3589050308,0.260461945,0.473754935,"baseline","X2"
2025,0.3559399544,0.259703735,0.46422803,"baseline","X2"
2026,0.3520221672,0.25706866,0.45254035,"baseline","X2"
2027,0.3481845924,0.25461568,0.442432755,"baseline","X2"
2028,0.3450451888,0.252951405,0.43702503,"baseline","X2"
2029,0.3428620008,0.25205013,0.428123095,"baseline","X2"
2030,0.3416380164,0.251759475,0.426691575,"baseline","X2"
2031,0.3412235452,0.251883305,0.426813945,"baseline","X2"
2032,0.3413972104,0.252178035,0.428594595,"baseline","X2"
2033,0.3419247508,0.25234961,0.431803085,"baseline","X2"
2034,0.3425986996,0.25257993,0.437058025,"baseline","X2"
2035,0.3432609676,0.252807855,0.43919619,"baseline","X2"
2036,0.3438105824,0.252997735,0.44029475,"baseline","X2"
2037,0.3441999108,0.25313469,0.44092308,"baseline","X2"
2038,0.3444238276,0.253218615,0.441136545,"baseline","X2"
2039,0.3445056564,0.25325821,0.441040695,"baseline","X2"
2040,0.3444835208,0.253265655,0.440757215,"baseline","X2"
2041,0.3443990024,0.25325344,0.44039715,"baseline","X2"
2042,0.344289158,0.253232005,0.440046045,"baseline","X2"
2043,0.3441820776,0.253208855,0.43975896,"baseline","X2"
2044,0.3440954452,0.2531887,0.4395611,"baseline","X2"
2045,0.3440373152,0.25317352,0.439454805,"baseline","X2"
2046,0.3440081668,0.25316371,0.43942655,"baseline","X2"
2047,0.34400347,0.25315856,0.439454685,"baseline","X2"
2048,0.3440161428,0.25315695,0.439515555,"baseline","X2"
2049,0.3440386416,0.253157325,0.439588355,"baseline","X2"
2050,0.3440643052,0.253158885,0.439657005,"baseline","X2"
2051,0.3440881716,0.253160745,0.439711535,"baseline","X2"
2052,0.3441072048,0.25316238,0.43974754,"baseline","X2"
2053,0.344120146,0.253163595,0.439765295,"baseline","X2"
2054,0.3441271532,0.253164425,0.439767805,"baseline","X2"
2055,0.344129252,0.253164765,0.43975975,"baseline","X2"
2056,0.344127922,0.25316494,0.43974596,"baseline","X2"
2057,0.344124696,0.253164915,0.43973075,"baseline","X2"
2058,0.3441208876,0.253164875,0.43971702,"baseline","X2"
2059,0.3441174592,0.253164775,0.43970659,"baseline","X2"
2060,0.344114984,0.25316477,0.439700225,"baseline","X2"
2061,0.3441136768,0.253164695,0.439697465,"baseline","X2"
2062,0.344113492,0.253164695,0.439697685,"baseline","X2"
2063,0.3441142048,0.253164705,0.43969974,"baseline","X2"
2064,0.3441155024,0.253164745,0.439702705,"baseline","X2"
2065,0.3441170732,0.253164775,0.4397058,"baseline","X2"
2066,0.3441186564,0.25316474,0.43970846,"baseline","X2"
2067,0.34412006,0.25316474,0.439710295,"baseline","X2"
2068,0.3441211576,0.25316474,0.43971134,"baseline","X2"
2069,0.3441219232,0.25316474,0.439711705,"baseline","X2"
2070,0.3441223644,0.25316474,0.43971147,"baseline","X2"
2071,0.3441225508,0.25316474,0.43971109,"baseline","X2"
2072,0.3441225476,0.25316474,0.439710555,"baseline","X2"
2073,0.3441224432,0.25316474,0.43971002,"baseline","X2"
2074,0.344122302,0.25316474,0.439709495,"baseline","X2"
2075,0.3441221728,0.25316474,0.439709195,"baseline","X2"
2076,0.3441220888,0.25316474,0.43970884,"baseline","X2"
2077,0.3441220732,0.25316474,0.439708785,"baseline","X2"
2078,0.3441221184,0.25316474,0.439708785,"baseline","X2"
2079,0.34412222,0.25316474,0.439708785,"baseline","X2"
2080,0.3441223548,0.25316474,0.439708785,"baseline","X2"
2081,0.3441225096,0.25316474,0.439708785,"baseline","X2"
2082,0.3441226644,0.25316474,0.439708785,"baseline","X2"
2083,0.344122802,0.25316474,0.439708785,"baseline","X2"
