"scenario","year","trials","biomass","species"
"RCP 4.5",2050,"./mc_output_trial0142",18.01695,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0142",26.26323,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0142",0.8204312,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0142",0.7403228,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0142",0.6019399,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0142",0.4748038,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0142",0.2437021,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0142",0.2616048,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0142",0.2712437,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0142",0.261011,"Zooplankton"
"Status quo",2050,"./mc_output_trial0142",0.1174963,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0142",0.1180244,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0142",0.1077292,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0142",0.1105248,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0142",217.8499,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0142",214.1805,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0142",189.6421,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0142",189.0972,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0142",865.8145,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0142",856.0853,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0142",819.3812,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0142",735.8397,"Other algal turf"
"Status quo",2050,"./mc_output_trial0143",0.02785438,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0143",0.03454494,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0143",0.01885563,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0143",0.02486685,"Sea birds"
"Status quo",2050,"./mc_output_trial0143",0.06205994,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0143",0.06218229,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0143",0.06755346,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0143",0.04904522,"Turtles"
"Status quo",2050,"./mc_output_trial0143",0.1313597,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0143",0.3966722,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0143",0.1315556,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0143",0.05823344,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0143",3.140873,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0143",4.296181,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0143",1.991012,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0143",1.467854,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0143",11.67774,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0143",17.15955,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0143",14.33303,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0143",16.29157,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0143",26.6934,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0143",23.32993,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0143",19.82088,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0143",21.7735,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0143",0.6577373,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0143",0.551415,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0143",0.5450893,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0143",0.4168979,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0143",0.199368,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0143",0.316806,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0143",0.3077837,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0143",0.3211545,"Zooplankton"
"Status quo",2050,"./mc_output_trial0143",0.1210205,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0143",0.1135186,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0143",0.1016008,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0143",0.1077223,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0143",230.8964,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0143",203.808,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0143",194.0976,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0143",209.2039,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0143",786.8139,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0143",765.6153,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0143",804.4971,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0143",805.8647,"Other algal turf"
"Status quo",2050,"./mc_output_trial0144",0.0268025,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0144",0.03913041,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0144",0.02699443,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0144",0.03326166,"Sea birds"
"Status quo",2050,"./mc_output_trial0144",0.07031339,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0144",0.06010333,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0144",0.05584405,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0144",0.0617425,"Turtles"
"Status quo",2050,"./mc_output_trial0144",0.3500441,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0144",0.2110891,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0144",0.157861,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0144",0.1985273,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0144",2.966995,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0144",2.969642,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0144",1.358713,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0144",1.52983,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0144",15.19565,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0144",19.8645,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0144",19.33359,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0144",16.21425,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0144",26.3802,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0144",24.58195,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0144",26.90274,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0144",21.82854,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0144",0.693706,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0144",0.7036611,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0144",0.656232,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0144",0.4007646,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0144",0.1768988,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0144",0.2727804,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0144",0.2836661,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0144",0.3651123,"Zooplankton"
"Status quo",2050,"./mc_output_trial0144",0.1249214,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0144",0.1158285,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0144",0.1040293,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0144",0.1004484,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0144",231.1443,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0144",203.1417,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0144",191.9785,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0144",199.2531,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0144",787.3833,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0144",791.6436,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0144",852.8056,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0144",811.0527,"Other algal turf"
"Status quo",2050,"./mc_output_trial0145",0.02952329,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0145",0.02989332,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0145",0.0348392,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0145",0.03308428,"Sea birds"
"Status quo",2050,"./mc_output_trial0145",0.08735497,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0145",0.07166112,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0145",0.05790525,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0145",0.05592037,"Turtles"
"Status quo",2050,"./mc_output_trial0145",0.3154268,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0145",0.1878884,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0145",0.06336347,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0145",0.2032328,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0145",4.946113,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0145",1.838336,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0145",1.020847,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0145",1.376397,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0145",20.25602,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0145",13.52965,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0145",15.0391,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0145",14.91973,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0145",25.5607,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0145",25.58903,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0145",17.27405,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0145",25.6833,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0145",0.6102179,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0145",0.5582322,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0145",0.49134,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0145",0.5339624,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0145",0.1697887,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0145",0.2818328,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0145",0.2557375,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0145",0.2897881,"Zooplankton"
"Status quo",2050,"./mc_output_trial0145",0.118996,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0145",0.1094379,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0145",0.1010964,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0145",0.1057726,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0145",201.6991,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0145",199.2824,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0145",200.1411,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0145",190.7397,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0145",821.8047,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0145",764.7744,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0145",782.5351,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0145",810.8189,"Other algal turf"
"Status quo",2050,"./mc_output_trial0146",0.02214703,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0146",0.01800707,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0146",0.04031368,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0146",0.02679648,"Sea birds"
"Status quo",2050,"./mc_output_trial0146",0.08113209,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0146",0.07513567,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0146",0.06893614,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0146",0.06183667,"Turtles"
"Status quo",2050,"./mc_output_trial0146",0.2036554,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0146",0.1581479,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0146",0.2161036,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0146",0.06989952,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0146",4.061224,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0146",2,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0146",2.575695,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0146",1.316501,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0146",15.74018,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0146",13.27723,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0146",18.40969,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0146",12.76929,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0146",33.31017,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0146",20.56915,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0146",22.66736,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0146",20.06979,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0146",0.7008191,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0146",0.5922009,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0146",0.4831054,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0146",0.4935021,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0146",0.2517526,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0146",0.2754815,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0146",0.2450156,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0146",0.3119737,"Zooplankton"
"Status quo",2050,"./mc_output_trial0146",0.1166942,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0146",0.1182213,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0146",0.1012035,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0146",0.1008477,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0146",216.5457,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0146",211.4971,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0146",201.3794,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0146",207.7987,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0146",821.6085,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0146",761.4673,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0146",811.4778,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0146",797.654,"Other algal turf"
"Status quo",2050,"./mc_output_trial0147",0.02772775,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0147",0.03352191,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0147",0.03941107,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0147",0.02058963,"Sea birds"
"Status quo",2050,"./mc_output_trial0147",0.08065648,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0147",0.06252225,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0147",0.06662189,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0147",0.05336984,"Turtles"
"Status quo",2050,"./mc_output_trial0147",0.1555308,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0147",0.3274261,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0147",0.1818638,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0147",0.09691,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0147",3.646079,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0147",1.466698,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0147",3.020931,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0147",2.060025,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0147",18.83809,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0147",17.5338,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0147",15.7319,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0147",17.22799,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0147",21.96729,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0147",31.88379,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0147",23.71851,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0147",23.26336,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0147",0.7482657,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0147",0.741394,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0147",0.5466772,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0147",0.3929602,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0147",0.202018,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0147",0.2797881,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0147",0.2253444,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0147",0.2456051,"Zooplankton"
"Status quo",2050,"./mc_output_trial0147",0.1306897,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0147",0.1224576,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0147",0.1148094,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0147",0.1164486,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0147",205.9235,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0147",216.7231,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0147",208.7087,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0147",189.1556,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0147",828.0919,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0147",764.1851,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0147",795.3419,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0147",742.5405,"Other algal turf"
"Status quo",2050,"./mc_output_trial0148",0.02052527,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0148",0.02117608,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0148",0.04743701,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0148",0.02327789,"Sea birds"
"Status quo",2050,"./mc_output_trial0148",0.07514686,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0148",0.07162675,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0148",0.0522783,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0148",0.06398013,"Turtles"
"Status quo",2050,"./mc_output_trial0148",0.2446332,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0148",0.1200745,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0148",0.2893135,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0148",0.09210157,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0148",4.751563,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0148",1.063915,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0148",2.375759,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0148",2.909531,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0148",18.93367,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0148",13.81751,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0148",16.38429,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0148",14.90591,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0148",24.0112,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0148",21.33034,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0148",22.65635,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0148",17.62842,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0148",0.6116924,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0148",0.6034327,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0148",0.5944422,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0148",0.5059583,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0148",0.1985407,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0148",0.264551,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0148",0.2877073,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0148",0.2767853,"Zooplankton"
"Status quo",2050,"./mc_output_trial0148",0.1158862,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0148",0.1135319,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0148",0.1104429,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0148",0.1062658,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0148",218.0596,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0148",191.7641,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0148",196.4572,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0148",207.5952,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0148",784.6594,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0148",809.3057,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0148",787.697,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0148",815.8403,"Other algal turf"
"Status quo",2050,"./mc_output_trial0149",0.02292134,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0149",0.03438249,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0149",0.04181514,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0149",0.01495815,"Sea birds"
"Status quo",2050,"./mc_output_trial0149",0.08944255,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0149",0.08102342,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0149",0.06936098,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0149",0.05167105,"Turtles"
"Status quo",2050,"./mc_output_trial0149",0.2473889,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0149",0.2573936,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0149",0.1001359,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0149",0.1276082,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0149",3.37293,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0149",2.874238,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0149",1.601666,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0149",1.515882,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0149",13.83677,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0149",24.83242,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0149",12.10712,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0149",12.34317,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0149",26.07474,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0149",29.03938,"Benthic microinvertebrates"
