"year.group","scenario","tbmean","tbmin","tbmax","trophic_group"
2100,"RCP 2.6",5.4399777732,4.74474297,6.19562488,"Generalist predators"
2100,"RCP 4.5",4.4039022436,3.69341408,5.164937755,"Generalist predators"
2100,"RCP 8.5",0.75484759221659,0.068603622993515,2.00721211987,"Generalist predators"
2100,"Status quo",5.2093351492,4.557032155,5.859019965,"Generalist predators"
2012,"RCP 2.6",5.8013804812,4.845206135,6.72008805,"Invertivores"
2012,"RCP 4.5",5.783409064,4.87712986,6.75090203,"Invertivores"
2012,"RCP 8.5",5.78076275,4.87246482,6.72597327,"Invertivores"
2012,"Status quo",5.7980100844,4.88007486,6.71041854,"Invertivores"
2013,"RCP 2.6",6.91260044048,5.9957295,7.887167275,"Invertivores"
2013,"RCP 4.5",6.8961966796,6.00125029,7.866526125,"Invertivores"
2013,"RCP 8.5",6.86677966756,6.017458625,7.853464415,"Invertivores"
2013,"Status quo",6.824558192,5.935405325,7.749659425,"Invertivores"
2014,"RCP 2.6",7.23475385896,6.176588214,8.54969778,"Invertivores"
2014,"RCP 4.5",7.21645733584,6.1829145165,8.453518725,"Invertivores"
2014,"RCP 8.5",7.16664663728,6.1755305425,8.494672205,"Invertivores"
2014,"Status quo",7.02740388116,5.996809959,8.243345575,"Invertivores"
2015,"RCP 2.6",7.25659906864,6.0800140625,8.95424229,"Invertivores"
2015,"RCP 4.5",7.2356466824,6.0789832275,8.784465715,"Invertivores"
2015,"RCP 8.5",7.17972934624,6.0763888465,8.864160765,"Invertivores"
2015,"Status quo",6.99389104636,5.8382231645,8.58157036,"Invertivores"
2016,"RCP 2.6",7.3712079352,6.1228161995,9.32988104,"Invertivores"
2016,"RCP 4.5",7.35351939572,6.1166720565,9.100511805,"Invertivores"
2016,"RCP 8.5",7.29321777788,6.1205615135,9.24814205,"Invertivores"
2016,"Status quo",7.0930026352,5.866798599,8.93251073,"Invertivores"
2017,"RCP 2.6",7.47301688204,6.1785635885,9.55117068,"Invertivores"
2017,"RCP 4.5",7.46345861336,6.200448753,9.328900745,"Invertivores"
2017,"RCP 8.5",7.40329908796,6.186229857,9.510346945,"Invertivores"
2017,"Status quo",7.19293132608,5.9107164945,9.1487243,"Invertivores"
2018,"RCP 2.6",7.47807031312,6.1676069795,9.61517954,"Invertivores"
2018,"RCP 4.5",7.47430866,6.195874321,9.379147205,"Invertivores"
2018,"RCP 8.5",7.41944404452,6.196355511,9.597942765,"Invertivores"
2018,"Status quo",7.20937895508,5.9078214145,9.18801962,"Invertivores"
2019,"RCP 2.6",7.4428793708,6.1233662075,9.59541759,"Invertivores"
2019,"RCP 4.5",7.42545523024,6.1363792265,9.33937847,"Invertivores"
2019,"RCP 8.5",7.37267734816,6.154301982,9.5780794,"Invertivores"
2019,"Status quo",7.1781657812,5.866800321,9.143132115,"Invertivores"
2020,"RCP 2.6",7.412813882,6.094568406,9.554783255,"Invertivores"
2020,"RCP 4.5",7.3771536976,6.0992105085,9.289637145,"Invertivores"
2020,"RCP 8.5",7.3256673822,6.118719595,9.526164745,"Invertivores"
2020,"Status quo",7.14348818568,5.8264069275,9.084606525,"Invertivores"
2021,"RCP 2.6",7.389133244,6.080833359,9.51222066499999,"Invertivores"
2021,"RCP 4.5",7.35728833476,6.090451024,9.257677675,"Invertivores"
2021,"RCP 8.5",7.29891381924,6.1008998875,9.488500995,"Invertivores"
2021,"Status quo",7.12307581996,5.804387043,9.032784645,"Invertivores"
2022,"RCP 2.6",7.37941695812,6.073817011,9.483572245,"Invertivores"
2022,"RCP 4.5",7.35549387772,6.0911538555,9.233345345,"Invertivores"
2022,"RCP 8.5",7.30976021628,6.1161313675,9.47035261,"Invertivores"
2022,"Status quo",7.1181528556,5.798478944,8.995972895,"Invertivores"
2023,"RCP 2.6",7.3909461866,6.0870798335,9.475734835,"Invertivores"
2023,"RCP 4.5",7.35784976484,6.0955262145,9.21663289,"Invertivores"
2023,"RCP 8.5",7.32962694204,6.1339984385,9.463023545,"Invertivores"
2023,"Status quo",7.12278328132,5.8051147185,8.97181025,"Invertivores"
2024,"RCP 2.6",7.4088837492,6.108399425,9.47438631,"Invertivores"
2024,"RCP 4.5",7.35762556732,6.095958441,9.206709625,"Invertivores"
2024,"RCP 8.5",7.33478703304,6.1389262965,9.44834314,"Invertivores"
2024,"Status quo",7.13023919684,5.815207205,8.9581401,"Invertivores"
2025,"RCP 2.6",7.41133821804,6.113332045,9.466202805,"Invertivores"
2025,"RCP 4.5",7.35636620296,6.094924493,9.201266795,"Invertivores"
2025,"RCP 8.5",7.33238039772,6.1376132575,9.431300625,"Invertivores"
2025,"Status quo",7.1366305282,5.822507411,8.950510715,"Invertivores"
2026,"RCP 2.6",7.41462153348,6.1165955625,9.467141105,"Invertivores"
2026,"RCP 4.5",7.3587002438,6.0965275845,9.202535315,"Invertivores"
2026,"RCP 8.5",7.31900114848,6.1244230345,9.413229915,"Invertivores"
2026,"Status quo",7.14092951092,5.8258488355,8.94741807,"Invertivores"
2027,"RCP 2.6",7.41867413576,6.120161739,9.47311772,"Invertivores"
2027,"RCP 4.5",7.36662523684,6.103337273,9.213078665,"Invertivores"
2027,"RCP 8.5",7.3124817232,6.114094063,9.406709295,"Invertivores"
2027,"Status quo",7.14343432588,5.826341321,8.94676043,"Invertivores"
2028,"RCP 2.6",7.42112884076,6.1232009545,9.47890338,"Invertivores"
2028,"RCP 4.5",7.38108987672,6.116764446,9.23248855,"Invertivores"
2028,"RCP 8.5",7.33467870496,6.1347663465,9.43337231,"Invertivores"
2028,"Status quo",7.14469572156,5.8255930435,8.94713819,"Invertivores"
2029,"RCP 2.6",7.41975063016,6.122833231,9.48293799,"Invertivores"
2029,"RCP 4.5",7.38993880604,6.125082908,9.2495478,"Invertivores"
2029,"RCP 8.5",7.34976292016,6.1495678235,9.46116376,"Invertivores"
2029,"Status quo",7.14519935116,5.824568948,8.94827838,"Invertivores"
2030,"RCP 2.6",7.41723914972,6.120526925,9.48679002,"Invertivores"
2030,"RCP 4.5",7.3793102632,6.1145909615,9.24709191,"Invertivores"
2030,"RCP 8.5",7.353313499,6.1526128845,9.476952735,"Invertivores"
2030,"Status quo",7.1453488324,5.823699496,8.950124485,"Invertivores"
2031,"RCP 2.6",7.4190440334,6.121467461,9.494407225,"Invertivores"
2031,"RCP 4.5",7.36129635296,6.099449821,9.235368955,"Invertivores"
2031,"RCP 8.5",7.359060826,6.1582801945,9.492147855,"Invertivores"
2031,"Status quo",7.14544967132,5.823104406,8.952714845,"Invertivores"
2032,"RCP 2.6",7.42451660476,6.125620914,9.50356948,"Invertivores"
2032,"RCP 4.5",7.33857533596,6.0797413475,9.21642691,"Invertivores"
2032,"RCP 8.5",7.3448229828,6.1432040995,9.48575896,"Invertivores"
2032,"Status quo",7.14568053532,5.8228298825,8.95486853,"Invertivores"
2033,"RCP 2.6",7.42183666176,6.122121416,9.504264455,"Invertivores"
2033,"RCP 4.5",7.32968615532,6.0737139225,9.2072522,"Invertivores"
2033,"RCP 8.5",7.30816621716,6.104656162,9.45272269,"Invertivores"
2033,"Status quo",7.14609254204,5.822780672,8.95627331,"Invertivores"
2034,"RCP 2.6",7.42053295264,6.1192784415,9.50418303,"Invertivores"
2034,"RCP 4.5",7.34511749596,6.088027856,9.22084907,"Invertivores"
2034,"RCP 8.5",7.27219964868,6.063554776,9.41347142,"Invertivores"
2034,"Status quo",7.14664356244,5.8229088995,8.956949505,"Invertivores"
2035,"RCP 2.6",7.41705740184,6.114846721,9.501378735,"Invertivores"
2035,"RCP 4.5",7.35008980112,6.0916080755,9.22582277,"Invertivores"
2035,"RCP 8.5",7.27982357256,6.0710330755,9.416580805,"Invertivores"
2035,"Status quo",7.14724801492,5.823051595,8.95698932,"Invertivores"
2036,"RCP 2.6",7.40688760676,6.1025044505,9.492182685,"Invertivores"
2036,"RCP 4.5",7.33873832408,6.0812400105,9.214960325,"Invertivores"
2036,"RCP 8.5",7.2968085474,6.0885093525,9.435636525,"Invertivores"
2036,"Status quo",7.14782322452,5.823164791,8.95657118,"Invertivores"
2037,"RCP 2.6",7.40613251272,6.099378148,9.49266091,"Invertivores"
2037,"RCP 4.5",7.29675232764,6.044974973,9.170882565,"Invertivores"
2037,"RCP 8.5",7.27647251572,6.068371021,9.41922772,"Invertivores"
2037,"Status quo",7.14831481044,5.8232296405,8.95623522,"Invertivores"
2038,"RCP 2.6",7.41538816788,6.107279314,9.50325593,"Invertivores"
2038,"RCP 4.5",7.25125515292,5.9998191225,9.115008545,"Invertivores"
2038,"RCP 8.5",7.25805718912,6.050108876,9.40245202,"Invertivores"
2038,"Status quo",7.14870317676,5.823224611,8.955696905,"Invertivores"
2039,"RCP 2.6",7.42744015044,6.1189159025,9.516092155,"Invertivores"
2039,"RCP 4.5",7.2772871132,6.025689902,9.13027957,"Invertivores"
2039,"RCP 8.5",7.2072608188,6.0022789605,9.35441021,"Invertivores"
2039,"Status quo",7.14899663344,5.8231798515,8.9551709,"Invertivores"
2040,"RCP 2.6",7.42424049596,6.1154571675,9.515247535,"Invertivores"
2040,"RCP 4.5",7.3165440234,6.063605324,9.170046135,"Invertivores"
2040,"RCP 8.5",7.156251083,5.955583231,9.30354557,"Invertivores"
2040,"Status quo",7.14921789852,5.823126306,8.954704435,"Invertivores"
2041,"RCP 2.6",7.40240368316,6.0927724885,9.49799836,"Invertivores"
2041,"RCP 4.5",7.3080726682,6.0559158025,9.165706645,"Invertivores"
2041,"RCP 8.5",7.14868989204,5.951608664,9.295078585,"Invertivores"
2041,"Status quo",7.14939290556,5.8230862305,8.95435072,"Invertivores"
2042,"RCP 2.6",7.40070050228,6.092348695,9.493721885,"Invertivores"
2042,"RCP 4.5",7.2718376746,6.0213345935,9.132075945,"Invertivores"
2042,"RCP 8.5",7.15529125436,5.957671618,9.30243091,"Invertivores"
2042,"Status quo",7.14954219652,5.8230798445,8.95413149,"Invertivores"
2043,"RCP 2.6",7.4287862314,6.121255991,9.52093424,"Invertivores"
2043,"RCP 4.5",7.2325594582,5.98239626,9.090403295,"Invertivores"
2043,"RCP 8.5",7.094398667,5.8945294075,9.25128786,"Invertivores"
2043,"Status quo",7.14967859428,5.8230873815,8.95403878,"Invertivores"
2044,"RCP 2.6",7.44107057928,6.1324464455,9.53568597,"Invertivores"
2044,"RCP 4.5",7.18567130436,5.938113124,9.03698621,"Invertivores"
2044,"RCP 8.5",6.98096699848,5.7910332745,9.1427872765,"Invertivores"
2044,"Status quo",7.1498072024,5.823102143,8.954042975,"Invertivores"
2045,"RCP 2.6",7.44742026356,6.136789207,9.542806055,"Invertivores"
2045,"RCP 4.5",7.20761652152,5.963231362,9.053164495,"Invertivores"
2045,"RCP 8.5",7.00215152172,5.8162941295,9.1547828725,"Invertivores"
2045,"Status quo",7.14992854348,5.8231164135,8.954107585,"Invertivores"
2046,"RCP 2.6",7.43231850428,6.1214743425,9.53042562,"Invertivores"
2046,"RCP 4.5",7.27579266472,6.0269887135,9.12542749,"Invertivores"
2046,"RCP 8.5",7.09941348992,5.9072360195,9.250579996,"Invertivores"
2046,"Status quo",7.15004081712,5.8231267415,8.95420252,"Invertivores"
2047,"RCP 2.6",7.3987361624,6.08809447,9.500502195,"Invertivores"
2047,"RCP 4.5",7.29212286508,6.0420697575,9.15049377,"Invertivores"
2047,"RCP 8.5",7.05234472188,5.855626533,9.2153714855,"Invertivores"
2047,"Status quo",7.15014223052,5.823130973,8.954300625,"Invertivores"
2048,"RCP 2.6",7.38461602964,6.0767254225,9.48601474,"Invertivores"
2048,"RCP 4.5",7.26630147612,6.0104692875,9.1306465,"Invertivores"
2048,"RCP 8.5",6.91572181628,5.719111662,9.080143995,"Invertivores"
2048,"Status quo",7.15023251204,5.823130719,8.95438675,"Invertivores"
2049,"RCP 2.6",7.39722073072,6.0916727605,9.49820797,"Invertivores"
2049,"RCP 4.5",7.20629462696,5.9493472715,9.07137708,"Invertivores"
2049,"RCP 8.5",6.89972979112,5.7125000965,9.0588884355,"Invertivores"
2049,"Status quo",7.15031208916,5.823127422,8.954449755,"Invertivores"
2050,"RCP 2.6",7.41363770816,6.1076791225,9.514219825,"Invertivores"
2050,"RCP 4.5",7.11493972192,5.862829132,8.9719267565,"Invertivores"
2050,"RCP 8.5",6.91298811312,5.720275027,9.077453252,"Invertivores"
2050,"Status quo",7.15038270592,5.823124367,8.954489655,"Invertivores"
2051,"RCP 2.6",7.42834449028,6.1202717255,9.52621842,"Invertivores"
2051,"RCP 4.5",7.06106300164,5.8155416685,8.902473781,"Invertivores"
2051,"RCP 8.5",6.81597434428,5.6163496,8.976499377,"Invertivores"
2051,"Status quo",7.15044556204,5.823122252,8.954507925,"Invertivores"
2052,"RCP 2.6",7.42749874848,6.118468472,9.52910042,"Invertivores"
2052,"RCP 4.5",7.0873554968,5.850205242,8.9179783555,"Invertivores"
2052,"RCP 8.5",6.73203020752,5.523378058,8.8808342035,"Invertivores"
2052,"Status quo",7.15050211812,5.8231216595,8.95450879,"Invertivores"
2053,"RCP 2.6",7.39764721224,6.0889617545,9.503611175,"Invertivores"
2053,"RCP 4.5",7.11360015912,5.878143466,8.9411437995,"Invertivores"
2053,"RCP 8.5",6.640295634488,5.4342101805,8.7740786,"Invertivores"
2053,"Status quo",7.150553142,5.823121963,8.95449882,"Invertivores"
2054,"RCP 2.6",7.38876058952,6.0815982615,9.49302651,"Invertivores"
2054,"RCP 4.5",7.1079325124,5.8653937665,8.937041716,"Invertivores"
2054,"RCP 8.5",6.544968010272,5.337401778,8.663256195,"Invertivores"
2054,"Status quo",7.15059914896,5.823123331,8.95448312,"Invertivores"
2055,"RCP 2.6",7.4009670086,6.095371103,9.50524746999999,"Invertivores"
2055,"RCP 4.5",7.08339899732,5.8374652665,8.9122209325,"Invertivores"
2055,"RCP 8.5",6.530153320328,5.308485521,8.6485420655,"Invertivores"
2055,"Status quo",7.1506401756,5.8231231235,8.95446681,"Invertivores"
2056,"RCP 2.6",7.4052857688,6.100244256,9.51140363999999,"Invertivores"
2056,"RCP 4.5",7.05405325992,5.807523043,8.8754477375,"Invertivores"
2056,"RCP 8.5",6.516577591324,5.2890350855,8.6324872815,"Invertivores"
2056,"Status quo",7.15067641872,5.823123284,8.95445074,"Invertivores"
2057,"RCP 2.6",7.40995397532,6.1039948885,9.516430165,"Invertivores"
2057,"RCP 4.5",7.13473595552,5.8904869985,8.954878503,"Invertivores"
2057,"RCP 8.5",6.465053160696,5.2384104765,8.5807389205,"Invertivores"
2057,"Status quo",7.15070776572,5.8231234035,8.95443719,"Invertivores"
2058,"RCP 2.6",7.4228259924,6.115576045,9.52945053999999,"Invertivores"
2058,"RCP 4.5",7.1635143332,5.914718455,8.994207626,"Invertivores"
2058,"RCP 8.5",6.330230149068,5.1100142585,8.435563751,"Invertivores"
2058,"Status quo",7.15073496388,5.8231238935,8.954427985,"Invertivores"
2059,"RCP 2.6",7.42151979004,6.1135855,9.5293348,"Invertivores"
2059,"RCP 4.5",7.04815861964,5.7919455055,8.882363259,"Invertivores"
2059,"RCP 8.5",6.204305571344,4.98051375895,8.3024527515,"Invertivores"
2059,"Status quo",7.1507583044,5.8231239845,8.95442353,"Invertivores"
2060,"RCP 2.6",7.41021638268,6.1019178715,9.51927197,"Invertivores"
2060,"RCP 4.5",6.909863192228,5.6583276345,8.737451718,"Invertivores"
2060,"RCP 8.5",6.192194567192,4.9471187291,8.307107581,"Invertivores"
2060,"Status quo",7.15077853148,5.8231238595,8.95442294,"Invertivores"
2061,"RCP 2.6",7.40366533968,6.096718846,9.514162165,"Invertivores"
2061,"RCP 4.5",6.88775620936,5.644647666,8.7049481225,"Invertivores"
2061,"RCP 8.5",6.11858369468,4.864952817,8.249914502,"Invertivores"
2061,"Status quo",7.15079604804,5.823124038,8.954425345,"Invertivores"
2062,"RCP 2.6",7.39328625652,6.088384812,9.505173095,"Invertivores"
2062,"RCP 4.5",6.980339845236,5.734574963,8.801628838,"Invertivores"
2062,"RCP 8.5",6.001158279296,4.73037633085,8.15955733,"Invertivores"
2062,"Status quo",7.15081153772,5.8231241525,8.954428945,"Invertivores"
2063,"RCP 2.6",7.399797546,6.095155055,9.508199155,"Invertivores"
2063,"RCP 4.5",7.009385075208,5.7655697195,8.830466599,"Invertivores"
2063,"RCP 8.5",5.890401690664,4.61151901915,8.072306807,"Invertivores"
2063,"Status quo",7.150825128,5.8231242075,8.954432525,"Invertivores"
2064,"RCP 2.6",7.43600019252,6.130020455,9.540925725,"Invertivores"
2064,"RCP 4.5",6.972677673136,5.7244241875,8.7899499975,"Invertivores"
2064,"RCP 8.5",5.74665939102,4.4727263107,7.9443410945,"Invertivores"
2064,"Status quo",7.15083737224,5.8231241925,8.95443596,"Invertivores"
2065,"RCP 2.6",7.43274970028,6.125156245,9.541490305,"Invertivores"
2065,"RCP 4.5",6.934675361824,5.6890026975,8.754523199,"Invertivores"
2065,"RCP 8.5",5.6915093106656,4.39136920505,7.9147298675,"Invertivores"
2065,"Status quo",7.15084847856,5.8231243575,8.954438955,"Invertivores"
2066,"RCP 2.6",7.38234233648,6.0748499935,9.49433063,"Invertivores"
2066,"RCP 4.5",6.924444256356,5.674915654,8.7523428545,"Invertivores"
2066,"RCP 8.5",5.6629319025348,4.33632711425,7.923407851,"Invertivores"
2066,"Status quo",7.1508585052,5.8231243225,8.954440555,"Invertivores"
2067,"RCP 2.6",7.36827023296,6.062454879,9.479383295,"Invertivores"
2067,"RCP 4.5",6.929280716732,5.6787029525,8.761826876,"Invertivores"
2067,"RCP 8.5",5.5409457252508,4.205155014,7.847895353,"Invertivores"
2067,"Status quo",7.15086762572,5.8231244875,8.95444087,"Invertivores"
2068,"RCP 2.6",7.41648547836,6.1119961235,9.52442241,"Invertivores"
2068,"RCP 4.5",6.944520112028,5.694277238,8.7783198645,"Invertivores"
2068,"RCP 8.5",5.4208641693308,4.0643494246,7.765828404,"Invertivores"
2068,"Status quo",7.1508757436,5.8231243525,8.954440825,"Invertivores"
2069,"RCP 2.6",7.45085384312,6.1439356125,9.55796184,"Invertivores"
2069,"RCP 4.5",6.949991451736,5.700778204,8.786337143,"Invertivores"
2069,"RCP 8.5",5.4031418035904,3.9961641857,7.7941376585,"Invertivores"
2069,"Status quo",7.15088303944,5.8231243075,8.954440375,"Invertivores"
2070,"RCP 2.6",7.43492889076,6.1258630165,9.545701095,"Invertivores"
2070,"RCP 4.5",6.891370042532,5.643915725,8.7259783615,"Invertivores"
2070,"RCP 8.5",5.4033107954012,3.953645651885,7.8348595195,"Invertivores"
2070,"Status quo",7.1508895468,5.8231243075,8.954439475,"Invertivores"
2071,"RCP 2.6",7.41058550868,6.0993157375,9.52369753,"Invertivores"
2071,"RCP 4.5",6.820586750332,5.57287721445,8.652241279,"Invertivores"
2071,"RCP 8.5",5.2773898261504,3.80438129709,7.74175809525,"Invertivores"
2071,"Status quo",7.150895274,5.8231244175,8.954439025,"Invertivores"
2072,"RCP 2.6",7.4238579774,6.11236318,9.53382149,"Invertivores"
2072,"RCP 4.5",6.833304496232,5.58269233595,8.6734389725,"Invertivores"
2072,"RCP 8.5",4.9701872316044,3.48907261031,7.46759659565,"Invertivores"
2072,"Status quo",7.1509003426,5.8231244175,8.954438575,"Invertivores"
2073,"RCP 2.6",7.44166056088,6.1312131435,9.54991134499999,"Invertivores"
2073,"RCP 4.5",6.863261068312,5.61245585115,8.7046602195,"Invertivores"
2073,"RCP 8.5",4.67028023126792,3.1362315873,7.23970411105,"Invertivores"
2073,"Status quo",7.15090478656,5.8231244175,8.954438575,"Invertivores"
2074,"RCP 2.6",7.42262580304,6.112390952,9.5320483,"Invertivores"
2074,"RCP 4.5",6.837421029692,5.58577512165,8.6803305785,"Invertivores"
2074,"RCP 8.5",4.56836247043572,2.91833741164,7.19600901905,"Invertivores"
2074,"Status quo",7.15090867,5.8231244175,8.954438575,"Invertivores"
2075,"RCP 2.6",7.39722887108,6.087011271,9.506364935,"Invertivores"
2075,"RCP 4.5",6.893349935032,5.63908331585,8.737629522,"Invertivores"
2075,"RCP 8.5",4.55523695010524,2.81651746379,7.26171232915,"Invertivores"
2075,"Status quo",7.1509120576,5.8231244175,8.954438575,"Invertivores"
2076,"RCP 2.6",7.4020603296,6.0930068915,9.508450285,"Invertivores"
2076,"RCP 4.5",6.95604335892,5.70262508835,8.801533167,"Invertivores"
2076,"RCP 8.5",4.44923186320704,2.6742246754325,7.2117973165,"Invertivores"
2076,"Status quo",7.150915048,5.8231244175,8.954438575,"Invertivores"
2077,"RCP 2.6",7.42396124572,6.1160639035,9.529180955,"Invertivores"
2077,"RCP 4.5",6.930787976288,5.681071638,8.7819561135,"Invertivores"
2077,"RCP 8.5",4.24998963328992,2.4593435969945,7.0880310484,"Invertivores"
2077,"Status quo",7.1509175664,5.8231244175,8.954438575,"Invertivores"
2078,"RCP 2.6",7.42592526712,6.1175059625,9.53257221,"Invertivores"
2078,"RCP 4.5",6.804345670888,5.55620380125,8.6546640935,"Invertivores"
2078,"RCP 8.5",4.03914199933971,2.237363086098,6.89949987625,"Invertivores"
2078,"Status quo",7.15091990832,5.8231244175,8.954438575,"Invertivores"
2079,"RCP 2.6",7.42035946488,6.110301739,9.52760613,"Invertivores"
2079,"RCP 4.5",6.708306207444,5.4577013614,8.5515670055,"Invertivores"
2079,"RCP 8.5",3.91507791728376,2.088450152315,6.7964310608,"Invertivores"
2079,"Status quo",7.1509219206,5.8231244175,8.954438575,"Invertivores"
2080,"RCP 2.6",7.42946353284,6.118163885,9.53582457499999,"Invertivores"
2080,"RCP 4.5",6.714816881856,5.46519110415,8.558891213,"Invertivores"
2080,"RCP 8.5",3.88499668795378,1.996801743319,6.87787181325,"Invertivores"
2080,"Status quo",7.15092368376,5.8231244175,8.954438575,"Invertivores"
2081,"RCP 2.6",7.43811942644,6.12627445,9.54445521,"Invertivores"
2081,"RCP 4.5",6.693420769276,5.4467997906,8.5361353625,"Invertivores"
2081,"RCP 8.5",3.84930312227519,1.91751845788135,6.9205696703,"Invertivores"
2081,"Status quo",7.15092528856,5.8231244175,8.954438575,"Invertivores"
2082,"RCP 2.6",7.42458964364,6.112713776,9.532761875,"Invertivores"
2082,"RCP 4.5",6.690645320964,5.4470553376,8.531100463,"Invertivores"
2082,"RCP 8.5",3.70171226529091,1.7814602792991,6.77377096561,"Invertivores"
2082,"Status quo",7.15092673416,5.8231244175,8.954438575,"Invertivores"
2083,"RCP 2.6",7.40263553484,6.091366509,9.510291315,"Invertivores"
2083,"RCP 4.5",6.744351133784,5.50153697025,8.58797039,"Invertivores"
2083,"RCP 8.5",3.58862182410797,1.67907431428865,6.66847260611,"Invertivores"
2083,"Status quo",7.15092799896,5.8231244175,8.954438575,"Invertivores"
2084,"RCP 2.6",7.41779171488,6.107286891,9.521633075,"Invertivores"
2084,"RCP 4.5",6.821744741792,5.57690816305,8.673635826,"Invertivores"
2084,"RCP 8.5",3.53775775972845,1.6136432477535,6.64563538884,"Invertivores"
2084,"Status quo",7.15092911016,5.8231244175,8.954438575,"Invertivores"
2085,"RCP 2.6",7.44380348616,6.13339299,9.54580727,"Invertivores"
2085,"RCP 4.5",6.812613777968,5.56341557815,8.668788124,"Invertivores"
2085,"RCP 8.5",3.50531840128731,1.55724327580987,6.608197782795,"Invertivores"
2085,"Status quo",7.15093010936,5.8231244175,8.954438575,"Invertivores"
2086,"RCP 2.6",7.43357976328,6.122563354,9.5377337,"Invertivores"
2086,"RCP 4.5",6.778210148492,5.52417584475,8.636542435,"Invertivores"
2086,"RCP 8.5",3.3832121256992,1.45952150377098,6.455561138545,"Invertivores"
2086,"Status quo",7.15093104056,5.8231244175,8.954438575,"Invertivores"
2087,"RCP 2.6",7.39963467728,6.0890372615,9.505959615,"Invertivores"
2087,"RCP 4.5",6.793427596408,5.53790138285,8.65564069,"Invertivores"
2087,"RCP 8.5",3.22329782994735,1.3303050057651,6.23695941937,"Invertivores"
2087,"Status quo",7.15093185096,5.8231244175,8.954438575,"Invertivores"
2088,"RCP 2.6",7.39340420148,6.0840053655,9.49785564,"Invertivores"
2088,"RCP 4.5",6.8236780391976,5.56863781415,8.6895500735,"Invertivores"
2088,"RCP 8.5",3.10048900348439,1.23072027738957,6.11297458224,"Invertivores"
2088,"Status quo",7.15093254376,5.8231244175,8.954438575,"Invertivores"
2089,"RCP 2.6",7.42315606164,6.114670703,9.52587831999999,"Invertivores"
2089,"RCP 4.5",6.7132996353364,5.4609692301,8.5731479975,"Invertivores"
2089,"RCP 8.5",3.00431271915988,1.1438182623021,6.06281411645,"Invertivores"
2089,"Status quo",7.15093315216,5.8231244175,8.954438575,"Invertivores"
2090,"RCP 2.6",7.43909473864,6.130064156,9.54201299,"Invertivores"
2090,"RCP 4.5",6.5749978509988,5.3212136034,8.422146605,"Invertivores"
2090,"RCP 8.5",2.88412581061608,1.0389272698194,5.94720495265,"Invertivores"
2090,"Status quo",7.15093371616,5.8231244175,8.954438575,"Invertivores"
2091,"RCP 2.6",7.43179642416,6.121112397,9.535416555,"Invertivores"
2091,"RCP 4.5",6.660095485232,5.40815278845,8.5079714085,"Invertivores"
2091,"RCP 8.5",2.72587319059714,0.925783551470987,5.74809222775,"Invertivores"
2091,"Status quo",7.15093420496,5.8231244175,8.954438575,"Invertivores"
2092,"RCP 2.6",7.4264607306,6.115004253,9.53079334,"Invertivores"
2092,"RCP 4.5",6.83196843637,5.57185256935,8.6849782675,"Invertivores"
2092,"RCP 8.5",2.57330577152278,0.817975282810479,5.55502629251,"Invertivores"
2092,"Status quo",7.15093465056,5.8231244175,8.954438575,"Invertivores"
2093,"RCP 2.6",7.42164760088,6.1104408585,9.527266655,"Invertivores"
2093,"RCP 4.5",6.9067347276668,5.6483284033,8.7649602275,"Invertivores"
2093,"RCP 8.5",2.45934043121955,0.724256436041652,5.436208164065,"Invertivores"
2093,"Status quo",7.15093501576,5.8231244175,8.954438575,"Invertivores"
2094,"RCP 2.6",7.41359963588,6.103149713,9.519331945,"Invertivores"
2094,"RCP 4.5",6.9302175491712,5.6687046669,8.7956894895,"Invertivores"
2094,"RCP 8.5",2.42238532467093,0.657968126899795,5.50365424688,"Invertivores"
2094,"Status quo",7.15093536256,5.8231244175,8.954438575,"Invertivores"
2095,"RCP 2.6",7.41428378988,6.1042122755,9.518720635,"Invertivores"
2095,"RCP 4.5",6.884457533204,5.62118405615,8.761483344,"Invertivores"
2095,"RCP 8.5",2.40218743981778,0.604053233926152,5.54608428026,"Invertivores"
2095,"Status quo",7.15093564936,5.8231244175,8.954438575,"Invertivores"
2096,"RCP 2.6",7.41561052784,6.106219491,9.520882835,"Invertivores"
2096,"RCP 4.5",6.764589248668,5.5063365907,8.6384473315,"Invertivores"
2096,"RCP 8.5",2.31923563206661,0.535863271197246,5.396103933425,"Invertivores"
2096,"Status quo",7.15093592736,5.8231244175,8.954438575,"Invertivores"
2097,"RCP 2.6",7.39949655524,6.091722868,9.506356955,"Invertivores"
2097,"RCP 4.5",6.6788808117204,5.42030276315,8.545804309,"Invertivores"
2097,"RCP 8.5",2.19010884413086,0.459495974202335,5.192053484975,"Invertivores"
2097,"Status quo",7.15093616296,5.8231244175,8.954438575,"Invertivores"
2098,"RCP 2.6",7.39726783704,6.090217725,9.50236064,"Invertivores"
2098,"RCP 4.5",6.6652772651424,5.409365803,8.522878819,"Invertivores"
2098,"RCP 8.5",2.03608484901574,0.391033833352161,4.940029954095,"Invertivores"
2098,"Status quo",7.15093631736,5.8231244175,8.954438575,"Invertivores"
2099,"RCP 2.6",7.42881332152,6.120975947,9.529784985,"Invertivores"
2099,"RCP 4.5",6.6419383939448,5.3886379199,8.492677795,"Invertivores"
2099,"RCP 8.5",1.95329274187146,0.341212985745845,4.87500344866,"Invertivores"
