"year.group","scenario","tbmean","tbmin","tbmax","trophic_group"
2100,"RCP 2.6",2.9999991468,2.136399895,4.220690565,"Reef sharks"
2100,"RCP 4.5",2.1310992128,1.36397509,3.5653095,"Reef sharks"
2100,"RCP 8.5",0.356341004469028,0.00509051021905,1.30544140275,"Reef sharks"
2100,"Status quo",2.9655814316,2.36425349,4.173808035,"Reef sharks"
2012,"RCP 2.6",5.0522383284,4.443514745,5.700860785,"Generalist predators"
2012,"RCP 4.5",5.0559882264,4.403631055,5.74374747,"Generalist predators"
2012,"RCP 8.5",5.072329642,4.444232465,5.72654202,"Generalist predators"
2012,"Status quo",5.089404084,4.43906231,5.73583964,"Generalist predators"
2013,"RCP 2.6",5.7895126268,5.226329195,6.41490967,"Generalist predators"
2013,"RCP 4.5",5.7776905644,5.202664265,6.39808277,"Generalist predators"
2013,"RCP 8.5",5.7858538456,5.199083575,6.371628455,"Generalist predators"
2013,"Status quo",5.7783902348,5.1517337,6.36162646,"Generalist predators"
2014,"RCP 2.6",5.9484103288,5.32769688,6.650794845,"Generalist predators"
2014,"RCP 4.5",5.9108637512,5.285959305,6.549764865,"Generalist predators"
2014,"RCP 8.5",5.917217012,5.314670135,6.54637843,"Generalist predators"
2014,"Status quo",5.8516378164,5.196783375,6.456242605,"Generalist predators"
2015,"RCP 2.6",5.7333331956,5.043278485,6.52903606,"Generalist predators"
2015,"RCP 4.5",5.6856149544,4.99531982,6.393550375,"Generalist predators"
2015,"RCP 8.5",5.6924030568,5.01800497,6.44084384,"Generalist predators"
2015,"Status quo",5.5714613184,4.84183038,6.248435965,"Generalist predators"
2016,"RCP 2.6",5.52026101,4.822372735,6.347590465,"Generalist predators"
2016,"RCP 4.5",5.4782330728,4.79350447,6.238670995,"Generalist predators"
2016,"RCP 8.5",5.4834854316,4.79602989,6.25929307,"Generalist predators"
2016,"Status quo",5.3256341344,4.608913275,6.03616737,"Generalist predators"
2017,"RCP 2.6",5.4174034288,4.724795205,6.23777284,"Generalist predators"
2017,"RCP 4.5",5.3891211824,4.713110475,6.174768025,"Generalist predators"
2017,"RCP 8.5",5.392268518,4.69693876,6.14694562,"Generalist predators"
2017,"Status quo",5.2101228088,4.530055075,5.898638565,"Generalist predators"
2018,"RCP 2.6",5.3853597176,4.70844247,6.166195775,"Generalist predators"
2018,"RCP 4.5",5.3687297748,4.70646655,6.161180205,"Generalist predators"
2018,"RCP 8.5",5.3734346112,4.68511788,6.11582272,"Generalist predators"
2018,"Status quo",5.1762554692,4.51870942,5.851290785,"Generalist predators"
2019,"RCP 2.6",5.3884886988,4.71864553,6.148208435,"Generalist predators"
2019,"RCP 4.5",5.3728795768,4.71124743,6.152998655,"Generalist predators"
2019,"RCP 8.5",5.380345226,4.704456405,6.099705605,"Generalist predators"
2019,"Status quo",5.1769183988,4.52120279,5.83609404,"Generalist predators"
2020,"RCP 2.6",5.4044121108,4.74090371,6.15296947,"Generalist predators"
2020,"RCP 4.5",5.3816859748,4.720800625,6.13815264,"Generalist predators"
2020,"RCP 8.5",5.3919817772,4.72550044,6.098638145,"Generalist predators"
2020,"Status quo",5.1845940424,4.531274975,5.840501615,"Generalist predators"
2021,"RCP 2.6",5.414313544,4.75020902,6.16167167,"Generalist predators"
2021,"RCP 4.5",5.389118476,4.729820755,6.127451985,"Generalist predators"
2021,"RCP 8.5",5.3986130316,4.731927185,6.10271285,"Generalist predators"
2021,"Status quo",5.1890688788,4.535979345,5.841445935,"Generalist predators"
2022,"RCP 2.6",5.4193873548,4.75200318,6.17350345,"Generalist predators"
2022,"RCP 4.5",5.3944589636,4.732286335,6.125358405,"Generalist predators"
2022,"RCP 8.5",5.4077587628,4.74153132,6.10532461,"Generalist predators"
2022,"Status quo",5.1910397288,4.53927586,5.840825045,"Generalist predators"
2023,"RCP 2.6",5.4297934592,4.75982389,6.18921776,"Generalist predators"
2023,"RCP 4.5",5.3997956188,4.74045077,6.12678253,"Generalist predators"
2023,"RCP 8.5",5.4194017812,4.750663795,6.110158615,"Generalist predators"
2023,"Status quo",5.193316928,4.54284574,5.840795545,"Generalist predators"
2024,"RCP 2.6",5.442066748,4.769914575,6.200509745,"Generalist predators"
2024,"RCP 4.5",5.402385064,4.74209195,6.127643295,"Generalist predators"
2024,"RCP 8.5",5.427390986,4.75951989,6.117711155,"Generalist predators"
2024,"Status quo",5.19680912,4.54904065,5.84145002,"Generalist predators"
2025,"RCP 2.6",5.448388246,4.77466017,6.20539757,"Generalist predators"
2025,"RCP 4.5",5.4019665148,4.7390439,6.127660695,"Generalist predators"
2025,"RCP 8.5",5.4303554096,4.76414686,6.119651945,"Generalist predators"
2025,"Status quo",5.2009567968,4.554150465,5.845472485,"Generalist predators"
2026,"RCP 2.6",5.4532380332,4.778794115,6.209239975,"Generalist predators"
2026,"RCP 4.5",5.4016389096,4.737080945,6.125791965,"Generalist predators"
2026,"RCP 8.5",5.4245809148,4.75975824,6.116825225,"Generalist predators"
2026,"Status quo",5.204929444,4.556934515,5.84966398,"Generalist predators"
2027,"RCP 2.6",5.4564831072,4.78153369,6.211135575,"Generalist predators"
2027,"RCP 4.5",5.403455398,4.737837265,6.131856775,"Generalist predators"
2027,"RCP 8.5",5.4177951424,4.753670905,6.113994555,"Generalist predators"
2027,"Status quo",5.2081461088,4.558869975,5.854642885,"Generalist predators"
2028,"RCP 2.6",5.4586423224,4.782332435,6.211232325,"Generalist predators"
2028,"RCP 4.5",5.4124112716,4.7449829,6.14445054,"Generalist predators"
2028,"RCP 8.5",5.425619648,4.760055445,6.128033525,"Generalist predators"
2028,"Status quo",5.2103447024,4.55934881,5.858466,"Generalist predators"
2029,"RCP 2.6",5.4580544764,4.780165445,6.21191101,"Generalist predators"
2029,"RCP 4.5",5.41919827,4.7503227,6.15575948,"Generalist predators"
2029,"RCP 8.5",5.4359867236,4.767628795,6.14242345,"Generalist predators"
2029,"Status quo",5.2115249388,4.559121795,5.860790225,"Generalist predators"
2030,"RCP 2.6",5.456711454,4.7782296,6.21338031,"Generalist predators"
2030,"RCP 4.5",5.4147651672,4.7456035,6.153898315,"Generalist predators"
2030,"RCP 8.5",5.4409980852,4.76982584,6.148357615,"Generalist predators"
2030,"Status quo",5.2118655564,4.55877143,5.86169618,"Generalist predators"
2031,"RCP 2.6",5.4577870144,4.777605045,6.21446166,"Generalist predators"
2031,"RCP 4.5",5.402321198,4.73421883,6.139309195,"Generalist predators"
2031,"RCP 8.5",5.4431965768,4.770394665,6.1515524,"Generalist predators"
2031,"Status quo",5.211630766,4.5583467,5.861588465,"Generalist predators"
2032,"RCP 2.6",5.4589836312,4.77763554,6.21488809,"Generalist predators"
2032,"RCP 4.5",5.3852844132,4.71837251,6.12016545,"Generalist predators"
2032,"RCP 8.5",5.4353104588,4.76268922,6.1440385,"Generalist predators"
2032,"Status quo",5.2110896336,4.557846865,5.86085662,"Generalist predators"
2033,"RCP 2.6",5.4563237604,4.774811175,6.21157056,"Generalist predators"
2033,"RCP 4.5",5.3730334912,4.705983495,6.10761569,"Generalist predators"
2033,"RCP 8.5",5.4135389016,4.743628975,6.12038531,"Generalist predators"
2033,"Status quo",5.2104605576,4.55740609,5.86035339,"Generalist predators"
2034,"RCP 2.6",5.454783782,4.77288879,6.20885112,"Generalist predators"
2034,"RCP 4.5",5.3726729672,4.703891225,6.10698754,"Generalist predators"
2034,"RCP 8.5",5.384999966,4.717520035,6.090831545,"Generalist predators"
2034,"Status quo",5.2098881624,4.55708483,5.8600284,"Generalist predators"
2035,"RCP 2.6",5.4515885808,4.77013182,6.203909475,"Generalist predators"
2035,"RCP 4.5",5.371478886,4.70114847,6.10541014,"Generalist predators"
2035,"RCP 8.5",5.373494672,4.70633285,6.07583136,"Generalist predators"
2035,"Status quo",5.2094458732,4.556883935,5.859626655,"Generalist predators"
2036,"RCP 2.6",5.443737184,4.76318408,6.19404849,"Generalist predators"
2036,"RCP 4.5",5.3638284584,4.692650585,6.095397295,"Generalist predators"
2036,"RCP 8.5",5.3711718736,4.702948355,6.07091271,"Generalist predators"
2036,"Status quo",5.2091530624,4.556778925,5.85928887,"Generalist predators"
2037,"RCP 2.6",5.4390049528,4.75825356,6.18738458,"Generalist predators"
2037,"RCP 4.5",5.3380989652,4.66779231,6.064114165,"Generalist predators"
2037,"RCP 8.5",5.3545217992,4.6863379,6.05011522,"Generalist predators"
2037,"Status quo",5.2089958524,4.55678359,5.85904898,"Generalist predators"
2038,"RCP 2.6",5.4400179336,4.759087175,6.18796181,"Generalist predators"
2038,"RCP 4.5",5.2989919192,4.62974846,6.01774107,"Generalist predators"
2038,"RCP 8.5",5.3368959208,4.669810435,6.027737015,"Generalist predators"
2038,"Status quo",5.2089446508,4.55679793,5.85888304,"Generalist predators"
2039,"RCP 2.6",5.4469471748,4.76449003,6.195556515,"Generalist predators"
2039,"RCP 4.5",5.2924932096,4.622966385,6.01066744,"Generalist predators"
2039,"RCP 8.5",5.2990836228,4.634499495,5.98137,"Generalist predators"
2039,"Status quo",5.208966424,4.5568185,5.85877504,"Generalist predators"
2040,"RCP 2.6",5.4475245252,4.76356307,6.19766443,"Generalist predators"
2040,"RCP 4.5",5.3058260012,4.63376625,6.028946,"Generalist predators"
2040,"RCP 8.5",5.2507868372,4.58733064,5.93174356,"Generalist predators"
2040,"Status quo",5.2090311624,4.556851715,5.85871916,"Generalist predators"
2041,"RCP 2.6",5.4348797208,4.750760175,6.186297045,"Generalist predators"
2041,"RCP 4.5",5.3030975872,4.62793212,6.029203545,"Generalist predators"
2041,"RCP 8.5",5.2197226732,4.558942055,5.90660772,"Generalist predators"
2041,"Status quo",5.2091148252,4.556897985,5.85871483,"Generalist predators"
2042,"RCP 2.6",5.4269264844,4.74235098,6.17816708,"Generalist predators"
2042,"RCP 4.5",5.2801229764,4.604680145,6.003619145,"Generalist predators"
2042,"RCP 8.5",5.2041430388,4.54532506,5.8978048,"Generalist predators"
2042,"Status quo",5.2092000908,4.556952655,5.858753515,"Generalist predators"
2043,"RCP 2.6",5.4371249516,4.750941845,6.18878032,"Generalist predators"
2043,"RCP 4.5",5.2493200216,4.575276425,5.96708718,"Generalist predators"
2043,"RCP 8.5",5.16151841,4.50757511,5.85903932,"Generalist predators"
2043,"Status quo",5.2092750652,4.55700446,5.85881849,"Generalist predators"
2044,"RCP 2.6",5.4466044948,4.75815317,6.20004723,"Generalist predators"
2044,"RCP 4.5",5.2094178052,4.539056045,5.91699947,"Generalist predators"
2044,"RCP 8.5",5.0782509812,4.43213902,5.780920435,"Generalist predators"
2044,"Status quo",5.2093334036,4.55704584,5.8588873,"Generalist predators"
2045,"RCP 2.6",5.4552156168,4.764770125,6.2102565,"Generalist predators"
2045,"RCP 4.5",5.1993246268,4.532532705,5.903914355,"Generalist predators"
2045,"RCP 8.5",5.0470430536,4.40082325,5.753223905,"Generalist predators"
2045,"Status quo",5.2093726508,4.557070485,5.858956145,"Generalist predators"
2046,"RCP 2.6",5.4532002604,4.76229233,6.209274505,"Generalist predators"
2046,"RCP 4.5",5.2249562036,4.556460215,5.93492599,"Generalist predators"
2046,"RCP 8.5",5.0704771124,4.417293585,5.788318545,"Generalist predators"
2046,"Status quo",5.2093934152,4.557078605,5.85901258,"Generalist predators"
2047,"RCP 2.6",5.4359721232,4.74614148,6.19153128,"Generalist predators"
2047,"RCP 4.5",5.2393426808,4.56680573,5.95462254,"Generalist predators"
2047,"RCP 8.5",5.0448275684,4.38815102,5.765101465,"Generalist predators"
2047,"Status quo",5.2093984044,4.557074375,5.859054355,"Generalist predators"
2048,"RCP 2.6",5.4220483732,4.7341369,6.175327915,"Generalist predators"
2048,"RCP 4.5",5.2301515656,4.556180025,5.946249415,"Generalist predators"
2048,"RCP 8.5",4.9613945404,4.308866885,5.679378395,"Generalist predators"
2048,"Status quo",5.2093919572,4.557061925,5.85908005,"Generalist predators"
2049,"RCP 2.6",5.4214292268,4.73301907,6.17292635,"Generalist predators"
2049,"RCP 4.5",5.1956282348,4.523262415,5.90604838,"Generalist predators"
2049,"RCP 8.5",4.917358242,4.270824095,5.63960335,"Generalist predators"
2049,"Status quo",5.2093785296,4.557046335,5.859088555,"Generalist predators"
2050,"RCP 2.6",5.4277872312,4.737922925,6.179046515,"Generalist predators"
2050,"RCP 4.5",5.1338011812,4.468907715,5.830888175,"Generalist predators"
2050,"RCP 8.5",4.8960106284,4.252193465,5.62991004,"Generalist predators"
2050,"Status quo",5.2093623448,4.55703274,5.859081855,"Generalist predators"
2051,"RCP 2.6",5.4350324476,4.744135715,6.18744583,"Generalist predators"
2051,"RCP 4.5",5.077520134,4.422683835,5.764050735,"Generalist predators"
2051,"RCP 8.5",4.82600026,4.186042245,5.562096195,"Generalist predators"
2051,"Status quo",5.2093469352,4.55702358,5.859063415,"Generalist predators"
2052,"RCP 2.6",5.4364087408,4.74460446,6.1908071,"Generalist predators"
2052,"RCP 4.5",5.0600084492,4.405550195,5.74623865,"Generalist predators"
2052,"RCP 8.5",4.7513740304,4.118256495,5.48899538,"Generalist predators"
2052,"Status quo",5.2093344328,4.55701954,5.859043965,"Generalist predators"
2053,"RCP 2.6",5.4225663348,4.730561365,6.178227195,"Generalist predators"
2053,"RCP 4.5",5.0561510964,4.398351175,5.744467815,"Generalist predators"
2053,"RCP 8.5",4.6662586684,4.04290268,5.406323755,"Generalist predators"
2053,"Status quo",5.2093259172,4.55701955,5.859027675,"Generalist predators"
2054,"RCP 2.6",5.414330982,4.72238105,6.169065535,"Generalist predators"
2054,"RCP 4.5",5.0479086956,4.388320235,5.73784121,"Generalist predators"
2054,"RCP 8.5",4.569849194,3.952046645,5.309983365,"Generalist predators"
2054,"Status quo",5.2093214924,4.557021885,5.85901587,"Generalist predators"
2055,"RCP 2.6",5.4167737024,4.723881785,6.17042137,"Generalist predators"
2055,"RCP 4.5",5.0297816068,4.368251015,5.721448225,"Generalist predators"
2055,"RCP 8.5",4.5100178368,3.894620075,5.255368385,"Generalist predators"
2055,"Status quo",5.2093206048,4.557024065,5.85901032,"Generalist predators"
2056,"RCP 2.6",5.4167874936,4.723023225,6.170670085,"Generalist predators"
2056,"RCP 4.5",4.9995964956,4.337489615,5.690811955,"Generalist predators"
2056,"RCP 8.5",4.4603974888,3.84147419,5.213236835,"Generalist predators"
2056,"Status quo",5.2093221704,4.557026345,5.8590081,"Generalist predators"
2057,"RCP 2.6",5.4158387972,4.72095814,6.17031191,"Generalist predators"
2057,"RCP 4.5",5.0218769316,4.358685775,5.71967143,"Generalist predators"
2057,"RCP 8.5",4.3971718764,3.76921932,5.15910869,"Generalist predators"
2057,"Status quo",5.2093251656,4.557028675,5.85900908,"Generalist predators"
2058,"RCP 2.6",5.4201039192,4.72438073,6.17542151,"Generalist predators"
2058,"RCP 4.5",5.0369453644,4.369817,5.741878205,"Generalist predators"
2058,"RCP 8.5",4.2893493208,3.651715555,5.05378266,"Generalist predators"
2058,"Status quo",5.209328526,4.55702969,5.859010575,"Generalist predators"
2059,"RCP 2.6",5.4217997776,4.72568573,6.178408675,"Generalist predators"
2059,"RCP 4.5",4.9838141808,4.31710844,5.684810995,"Generalist predators"
2059,"RCP 8.5",4.1724092016,3.53950527,4.93032073,"Generalist predators"
2059,"Status quo",5.2093317924,4.55703066,5.8590135,"Generalist predators"
2060,"RCP 2.6",5.4181375172,4.72156675,6.175473255,"Generalist predators"
2060,"RCP 4.5",4.8972055804,4.23649982,5.59031337,"Generalist predators"
2060,"RCP 8.5",4.1062722056,3.46459681,4.86172681,"Generalist predators"
2060,"Status quo",5.2093345024,4.557032015,5.859016515,"Generalist predators"
2061,"RCP 2.6",5.4136422816,4.716594095,6.17062289,"Generalist predators"
2061,"RCP 4.5",4.8478611112,4.188429975,5.53650099,"Generalist predators"
2061,"RCP 8.5",4.01890421,3.370049965,4.778717525,"Generalist predators"
2061,"Status quo",5.2093364584,4.557032315,5.859018745,"Generalist predators"
2062,"RCP 2.6",5.406114308,4.70825603,6.162532485,"Generalist predators"
2062,"RCP 4.5",4.8627476384,4.20084497,5.55581651,"Generalist predators"
2062,"RCP 8.5",3.910177586,3.264266555,4.67662889,"Generalist predators"
2062,"Status quo",5.2093375632,4.557032405,5.859020405,"Generalist predators"
2063,"RCP 2.6",5.404955216,4.706576935,6.16034655,"Generalist predators"
2063,"RCP 4.5",4.8690299112,4.202509665,5.56696866,"Generalist predators"
2063,"RCP 8.5",3.8007859484,3.15756946,4.557913855,"Generalist predators"
2063,"Status quo",5.2093379548,4.5570319,5.85902153,"Generalist predators"
2064,"RCP 2.6",5.4223757852,4.723570355,6.178209865,"Generalist predators"
2064,"RCP 4.5",4.8502687276,4.179692645,5.55197426,"Generalist predators"
2064,"RCP 8.5",3.6683763476,3.0232516,4.412702325,"Generalist predators"
2064,"Status quo",5.209337826,4.55703201,5.85902212,"Generalist predators"
2065,"RCP 2.6",5.4282527724,4.7299061,6.186376675,"Generalist predators"
2065,"RCP 4.5",4.822232272,4.149533945,5.525533095,"Generalist predators"
2065,"RCP 8.5",3.5704919956,2.91697475,4.32232459,"Generalist predators"
2065,"Status quo",5.209337398,4.557032065,5.859022275,"Generalist predators"
2066,"RCP 2.6",5.4041933616,4.706482175,6.162651455,"Generalist predators"
2066,"RCP 4.5",4.80030768,4.125125445,5.503883075,"Generalist predators"
2066,"RCP 8.5",3.4943318856,2.830693635,4.26225399,"Generalist predators"
2066,"Status quo",5.2093367468,4.557032155,5.859022095,"Generalist predators"
2067,"RCP 2.6",5.387709132,4.68878774,6.14307437,"Generalist predators"
2067,"RCP 4.5",4.7877577652,4.109572935,5.49248117,"Generalist predators"
2067,"RCP 8.5",3.3853419244,2.71065956,4.160483115,"Generalist predators"
2067,"Status quo",5.2093360272,4.557032155,5.859021615,"Generalist predators"
2068,"RCP 2.6",5.405607004,4.70547557,6.158969405,"Generalist predators"
2068,"RCP 4.5",4.7838933952,4.10360529,5.49135456,"Generalist predators"
2068,"RCP 8.5",3.2763415976,2.59625466,4.065722365,"Generalist predators"
2068,"Status quo",5.2093354128,4.557032155,5.859021135,"Generalist predators"
2069,"RCP 2.6",5.4293022056,4.72896456,6.185080935,"Generalist predators"
2069,"RCP 4.5",4.781538036,4.09915071,5.491351525,"Generalist predators"
2069,"RCP 8.5",3.20975546,2.51254583,4.01867259,"Generalist predators"
2069,"Status quo",5.20933492,4.557032155,5.859020745,"Generalist predators"
2070,"RCP 2.6",5.4328689148,4.733165955,6.19189708,"Generalist predators"
2070,"RCP 4.5",4.7494512076,4.065570335,5.459890505,"Generalist predators"
2070,"RCP 8.5",3.1558340208,2.445628785,3.980613515,"Generalist predators"
2070,"Status quo",5.2093345864,4.557032155,5.85902051,"Generalist predators"
2071,"RCP 2.6",5.425180206,4.72521415,6.18544624,"Generalist predators"
2071,"RCP 4.5",4.6998656116,4.01330295,5.412141955,"Generalist predators"
2071,"RCP 8.5",3.05799169556,2.34581276,3.888467085,"Generalist predators"
2071,"Status quo",5.2093344476,4.557032155,5.859020155,"Generalist predators"
2072,"RCP 2.6",5.4299464568,4.72924118,6.18997167,"Generalist predators"
2072,"RCP 4.5",4.6814172252,3.987083105,5.396822715,"Generalist predators"
2072,"RCP 8.5",2.87671516944,2.178361465,3.696012545,"Generalist predators"
2072,"Status quo",5.20933446,4.557032155,5.85902002,"Generalist predators"
2073,"RCP 2.6",5.4388784664,4.738859765,6.19833614,"Generalist predators"
2073,"RCP 4.5",4.678556868,3.98059038,5.394964835,"Generalist predators"
2073,"RCP 8.5",2.67574988776,1.9593564265,3.49803225,"Generalist predators"
2073,"Status quo",5.209334582,4.557032155,5.85902002,"Generalist predators"
2074,"RCP 2.6",5.4323578392,4.73430653,6.191368425,"Generalist predators"
2074,"RCP 4.5",4.6551990304,3.953918645,5.373069855,"Generalist predators"
2074,"RCP 8.5",2.55249979024,1.8222150615,3.396633435,"Generalist predators"
2074,"Status quo",5.2093347336,4.557032155,5.85902002,"Generalist predators"
2075,"RCP 2.6",5.4189480572,4.72200578,6.176654595,"Generalist predators"
2075,"RCP 4.5",4.673140546,3.967820155,5.397626185,"Generalist predators"
2075,"RCP 8.5",2.47788937308,1.705644558,3.349886525,"Generalist predators"
2075,"Status quo",5.2093349136,4.557032155,5.859019965,"Generalist predators"
2076,"RCP 2.6",5.4162875444,4.71930641,6.17210436,"Generalist predators"
2076,"RCP 4.5",4.7064820312,3.994570115,5.43622937,"Generalist predators"
2076,"RCP 8.5",2.37408632724,1.5845153225,3.252980695,"Generalist predators"
2076,"Status quo",5.2093351,4.557032155,5.859019965,"Generalist predators"
2077,"RCP 2.6",5.4262654168,4.72910886,6.18114997,"Generalist predators"
2077,"RCP 4.5",4.7063142924,3.99551483,5.43681901,"Generalist predators"
2077,"RCP 8.5",2.2332010126,1.43439386,3.109313185,"Generalist predators"
2077,"Status quo",5.2093352392,4.557032155,5.859019965,"Generalist predators"
2078,"RCP 2.6",5.431158876,4.73430597,6.186816905,"Generalist predators"
2078,"RCP 4.5",4.6479480832,3.93537841,5.376652195,"Generalist predators"
2078,"RCP 8.5",2.0868840388,1.272779613,2.97103562,"Generalist predators"
2078,"Status quo",5.2093353324,4.557032155,5.859019965,"Generalist predators"
2079,"RCP 2.6",5.4314853364,4.734755795,6.188008445,"Generalist predators"
2079,"RCP 4.5",4.577936444,3.86636115,5.30670554,"Generalist predators"
2079,"RCP 8.5",1.97748543432,1.1406609415,2.909396255,"Generalist predators"
2079,"Status quo",5.2093353836,4.557032155,5.859019965,"Generalist predators"
2080,"RCP 2.6",5.4389380704,4.741821705,6.19621559,"Generalist predators"
2080,"RCP 4.5",4.548199382,3.84258709,5.277565045,"Generalist predators"
2080,"RCP 8.5",1.91036330792,1.040412913,2.883579995,"Generalist predators"
2080,"Status quo",5.2093353956,4.557032155,5.859019965,"Generalist predators"
2081,"RCP 2.6",5.446182282,4.749138455,6.20441671,"Generalist predators"
2081,"RCP 4.5",4.5133930784,3.81019306,5.240854635,"Generalist predators"
2081,"RCP 8.5",1.854014045612,0.97443395,2.854013815,"Generalist predators"
2081,"Status quo",5.2093353748,4.557032155,5.859019965,"Generalist predators"
2082,"RCP 2.6",5.4408109336,4.745024335,6.19957508,"Generalist predators"
2082,"RCP 4.5",4.4924997372,3.791584235,5.2203783,"Generalist predators"
2082,"RCP 8.5",1.758724068416,0.8834642215,2.774015685,"Generalist predators"
2082,"Status quo",5.20933532,4.557032155,5.859019965,"Generalist predators"
2083,"RCP 2.6",5.4270749348,4.732194685,6.184846515,"Generalist predators"
2083,"RCP 4.5",4.5042557612,3.79927698,5.236316305,"Generalist predators"
2083,"RCP 8.5",1.676719591928,0.794013223,2.71121541,"Generalist predators"
2083,"Status quo",5.209335266,4.557032155,5.859019965,"Generalist predators"
2084,"RCP 2.6",5.429585964,4.734368945,6.185262655,"Generalist predators"
2084,"RCP 4.5",4.539806208,3.827731045,5.276753375,"Generalist predators"
2084,"RCP 8.5",1.626371131168,0.73364998715,2.688999035,"Generalist predators"
2084,"Status quo",5.2093352032,4.557032155,5.859019965,"Generalist predators"
2085,"RCP 2.6",5.4421713568,4.747009925,6.197218055,"Generalist predators"
2085,"RCP 4.5",4.54166381,3.82244116,5.278360385,"Generalist predators"
2085,"RCP 8.5",1.59398165634,0.67899025925,2.705628575,"Generalist predators"
2085,"Status quo",5.2093351516,4.557032155,5.859019965,"Generalist predators"
2086,"RCP 2.6",5.4412326224,4.74728791,6.19690493,"Generalist predators"
2086,"RCP 4.5",4.5247780424,3.802267475,5.263742765,"Generalist predators"
2086,"RCP 8.5",1.5311129619576,0.6174446481,2.65443731,"Generalist predators"
2086,"Status quo",5.2093351092,4.557032155,5.859019965,"Generalist predators"
2087,"RCP 2.6",5.4238256808,4.730735625,6.179644065,"Generalist predators"
2087,"RCP 4.5",4.5261321224,3.80456879,5.2697906,"Generalist predators"
2087,"RCP 8.5",1.4507606386012,0.5529122344,2.579085743,"Generalist predators"
2087,"Status quo",5.209335078,4.557032155,5.859019965,"Generalist predators"
2088,"RCP 2.6",5.4135041656,4.720784015,6.167788655,"Generalist predators"
2088,"RCP 4.5",4.5391124732,3.81513512,5.2859024,"Generalist predators"
2088,"RCP 8.5",1.3817566374036,0.49411956153,2.516567224,"Generalist predators"
2088,"Status quo",5.20933507,4.557032155,5.859019965,"Generalist predators"
2089,"RCP 2.6",5.4243822052,4.730287205,6.177680305,"Generalist predators"
2089,"RCP 4.5",4.4888817684,3.765079475,5.234727695,"Generalist predators"
2089,"RCP 8.5",1.3244609257474,0.444008136535,2.473318662,"Generalist predators"
2089,"Status quo",5.209335074,4.557032155,5.859019965,"Generalist predators"
2090,"RCP 2.6",5.4363334648,4.74178718,6.19084114,"Generalist predators"
2090,"RCP 4.5",4.4036390448,3.69014955,5.14859158,"Generalist predators"
2090,"RCP 8.5",1.26258825174408,0.395009353015,2.425881646,"Generalist predators"
2090,"Status quo",5.209335082,4.557032155,5.859019965,"Generalist predators"
2091,"RCP 2.6",5.4385228368,4.743971965,6.19492266,"Generalist predators"
2091,"RCP 4.5",4.4107979832,3.70690498,5.16203644,"Generalist predators"
2091,"RCP 8.5",1.18398476960096,0.344187442435,2.33299103,"Generalist predators"
2091,"Status quo",5.2093350972,4.557032155,5.859019965,"Generalist predators"
2092,"RCP 2.6",5.4382937068,4.743495335,6.19571915,"Generalist predators"
2092,"RCP 4.5",4.481701308,3.76528465,5.237557555,"Generalist predators"
2092,"RCP 8.5",1.10400434904264,0.294937648517,2.2391661845,"Generalist predators"
2092,"Status quo",5.2093351192,4.557032155,5.859019965,"Generalist predators"
2093,"RCP 2.6",5.4368666264,4.742471745,6.194458425,"Generalist predators"
2093,"RCP 4.5",4.5369935644,3.80553968,5.294248835,"Generalist predators"
2093,"RCP 8.5",1.04043791578414,0.247693128214,2.194737105,"Generalist predators"
2093,"Status quo",5.209335134,4.557032155,5.859019965,"Generalist predators"
2094,"RCP 2.6",5.4308705468,4.737366905,6.187684745,"Generalist predators"
2094,"RCP 4.5",4.5750012724,3.826948115,5.33322766,"Generalist predators"
2094,"RCP 8.5",1.01358170951554,0.2151784050735,2.22799258795,"Generalist predators"
2094,"Status quo",5.2093351468,4.557032155,5.859019965,"Generalist predators"
2095,"RCP 2.6",5.4283703928,4.73498015,6.183794625,"Generalist predators"
2095,"RCP 4.5",4.5744366712,3.819619225,5.333315365,"Generalist predators"
2095,"RCP 8.5",1.00401779339507,0.1904621186911,2.29130802165,"Generalist predators"
2095,"Status quo",5.209335156,4.557032155,5.859019965,"Generalist predators"
2096,"RCP 2.6",5.428208444,4.73496929,6.18290589,"Generalist predators"
2096,"RCP 4.5",4.521822172,3.771877445,5.281077525,"Generalist predators"
2096,"RCP 8.5",0.969500131821218,0.1655232015313,2.27169820835,"Generalist predators"
2096,"Status quo",5.2093351644,4.557032155,5.859019965,"Generalist predators"
2097,"RCP 2.6",5.4172362572,4.72446421,6.171648125,"Generalist predators"
2097,"RCP 4.5",4.4646908904,3.729509315,5.222848445,"Generalist predators"
2097,"RCP 8.5",0.909829623816167,0.1397199326076,2.1887579395,"Generalist predators"
2097,"Status quo",5.209335164,4.557032155,5.859019965,"Generalist predators"
2098,"RCP 2.6",5.411608958,4.71817358,6.16522922,"Generalist predators"
2098,"RCP 4.5",4.434157654,3.711044365,5.19532308,"Generalist predators"
2098,"RCP 8.5",0.833273538400068,0.11281899669113,2.0647753556,"Generalist predators"
2098,"Status quo",5.2093351636,4.557032155,5.859019965,"Generalist predators"
2099,"RCP 2.6",5.4246751816,4.729948675,6.1782134,"Generalist predators"
2099,"RCP 4.5",4.4022034896,3.69128697,5.162112695,"Generalist predators"
2099,"RCP 8.5",0.786011199044386,0.088510960735805,2.019083513405,"Generalist predators"
2099,"Status quo",5.2093351552,4.557032155,5.859019965,"Generalist predators"
