"scenario","trials","biomass"
"RCP 2.6","./mc_output_trial0123",25.8991024
"RCP 2.6","./mc_output_trial0124",31.10406769
"RCP 2.6","./mc_output_trial0125",27.66528569
"RCP 2.6","./mc_output_trial0126",26.16974346
"RCP 2.6","./mc_output_trial0127",25.8451832
"RCP 2.6","./mc_output_trial0128",29.0003215
"RCP 2.6","./mc_output_trial0129",26.35489922
"RCP 2.6","./mc_output_trial0130",26.38977415
"RCP 2.6","./mc_output_trial0131",28.16501961
"RCP 2.6","./mc_output_trial0132",27.74395768
"RCP 2.6","./mc_output_trial0133",27.62166161
"RCP 2.6","./mc_output_trial0134",26.7274166
"RCP 2.6","./mc_output_trial0135",25.7182521
"RCP 2.6","./mc_output_trial0136",26.21449537
"RCP 2.6","./mc_output_trial0137",28.614614
"RCP 2.6","./mc_output_trial0138",27.18770019
"RCP 2.6","./mc_output_trial0139",26.26780825
"RCP 2.6","./mc_output_trial0140",29.54795855
"RCP 2.6","./mc_output_trial0141",26.0608088
"RCP 2.6","./mc_output_trial0142",25.36549022
"RCP 2.6","./mc_output_trial0143",29.36897523
"RCP 2.6","./mc_output_trial0144",28.2187599
"RCP 2.6","./mc_output_trial0145",27.0543535
"RCP 2.6","./mc_output_trial0146",27.06811988
"RCP 2.6","./mc_output_trial0147",31.9830752
"RCP 2.6","./mc_output_trial0148",24.81848057
"RCP 2.6","./mc_output_trial0149",28.24227878
"RCP 2.6","./mc_output_trial0150",27.77294355
"RCP 2.6","./mc_output_trial0151",29.49332796
"RCP 2.6","./mc_output_trial0152",25.98033105
"RCP 2.6","./mc_output_trial0153",25.4879142
"RCP 2.6","./mc_output_trial0154",44.93355255
"RCP 2.6","./mc_output_trial0155",27.07525893
"RCP 2.6","./mc_output_trial0156",27.74577868
"RCP 2.6","./mc_output_trial0157",24.9663722
"RCP 2.6","./mc_output_trial0158",31.21818912
"RCP 2.6","./mc_output_trial0159",26.31549105
"RCP 2.6","./mc_output_trial0160",26.06173102
"RCP 2.6","./mc_output_trial0161",27.5394164
"RCP 2.6","./mc_output_trial0162",28.86310932
"RCP 2.6","./mc_output_trial0163",28.35568241
"RCP 2.6","./mc_output_trial0164",29.0903962
"RCP 2.6","./mc_output_trial0165",26.4751988
"RCP 2.6","./mc_output_trial0166",26.09764925
"RCP 2.6","./mc_output_trial0167",25.21602192
"RCP 2.6","./mc_output_trial0168",27.34402963
"RCP 2.6","./mc_output_trial0169",30.5195795
"RCP 2.6","./mc_output_trial0170",28.768473
"RCP 2.6","./mc_output_trial0171",27.42841432
"RCP 2.6","./mc_output_trial0172",28.31691298
"RCP 2.6","./mc_output_trial0173",26.3808173
"RCP 2.6","./mc_output_trial0174",27.41124776
"RCP 2.6","./mc_output_trial0175",29.3306652
"RCP 2.6","./mc_output_trial0176",28.4249999
"RCP 2.6","./mc_output_trial0177",27.5115819
"RCP 2.6","./mc_output_trial0178",28.1055508
"RCP 2.6","./mc_output_trial0179",26.87152858
"RCP 2.6","./mc_output_trial0180",27.5293367
"RCP 2.6","./mc_output_trial0181",24.93668973
"RCP 2.6","./mc_output_trial0182",27.46355303
"RCP 2.6","./mc_output_trial0183",29.73392162
"RCP 2.6","./mc_output_trial0184",27.22453876
"RCP 2.6","./mc_output_trial0185",27.75913253
"RCP 2.6","./mc_output_trial0186",25.9344988
"RCP 2.6","./mc_output_trial0187",25.77172349
"RCP 2.6","./mc_output_trial0188",27.75974367
"RCP 2.6","./mc_output_trial0189",26.76717528
"RCP 2.6","./mc_output_trial0190",25.37617149
"RCP 2.6","./mc_output_trial0191",25.49811821
"RCP 2.6","./mc_output_trial0192",28.24029567
"RCP 2.6","./mc_output_trial0193",25.92939666
"RCP 2.6","./mc_output_trial0194",26.45682542
"RCP 2.6","./mc_output_trial0195",26.0068911
"RCP 2.6","./mc_output_trial0196",25.72681386
"RCP 2.6","./mc_output_trial0197",28.15702069
"RCP 2.6","./mc_output_trial0198",26.7555401
"RCP 2.6","./mc_output_trial0199",27.80652851
"RCP 2.6","./mc_output_trial0200",27.6688843
"RCP 2.6","./mc_output_trial0201",26.8654931
"RCP 2.6","./mc_output_trial0202",28.3854588
"RCP 2.6","./mc_output_trial0203",25.2466231
"RCP 2.6","./mc_output_trial0204",25.98050086
"RCP 2.6","./mc_output_trial0205",25.92102859
"RCP 2.6","./mc_output_trial0206",25.78817571
"RCP 2.6","./mc_output_trial0207",26.84713049
"RCP 2.6","./mc_output_trial0208",27.62649038
"RCP 2.6","./mc_output_trial0209",27.8977722
"RCP 2.6","./mc_output_trial0210",26.7686775
"RCP 2.6","./mc_output_trial0211",26.9753133
"RCP 2.6","./mc_output_trial0212",26.7459958
"RCP 2.6","./mc_output_trial0213",27.09321201
"RCP 2.6","./mc_output_trial0214",26.47067119
"RCP 2.6","./mc_output_trial0215",25.523833
"RCP 2.6","./mc_output_trial0216",29.37165656
"RCP 2.6","./mc_output_trial0217",27.01553755
"RCP 2.6","./mc_output_trial0218",26.37802576
"RCP 2.6","./mc_output_trial0219",27.12874248
"RCP 2.6","./mc_output_trial0220",32.5022877
"RCP 2.6","./mc_output_trial0221",27.24038489
"RCP 2.6","./mc_output_trial0222",28.55203687
"RCP 2.6","./mc_output_trial0223",28.16664791
"RCP 2.6","./mc_output_trial0224",29.46087191
"RCP 2.6","./mc_output_trial0225",25.7771523
"RCP 2.6","./mc_output_trial0226",25.4312365
"RCP 2.6","./mc_output_trial0227",27.40553661
"RCP 2.6","./mc_output_trial0228",26.82349328
"RCP 2.6","./mc_output_trial0229",30.8830601
"RCP 2.6","./mc_output_trial0230",26.72160009
"RCP 2.6","./mc_output_trial0231",27.34842042
"RCP 2.6","./mc_output_trial0232",28.50395603
"RCP 2.6","./mc_output_trial0233",28.94590167
"RCP 2.6","./mc_output_trial0234",29.0736876
"RCP 2.6","./mc_output_trial0235",26.7032762
"RCP 2.6","./mc_output_trial0236",25.7402831
"RCP 2.6","./mc_output_trial0237",27.91844297
"RCP 2.6","./mc_output_trial0238",25.87904962
"RCP 2.6","./mc_output_trial0239",27.07880518
"RCP 2.6","./mc_output_trial0240",25.18986047
"RCP 2.6","./mc_output_trial0241",27.71837051
"RCP 2.6","./mc_output_trial0242",28.8347236
"RCP 2.6","./mc_output_trial0243",27.20133983
"RCP 2.6","./mc_output_trial0244",25.55884243
"RCP 2.6","./mc_output_trial0245",26.28498838
"RCP 2.6","./mc_output_trial0246",28.19926267
"RCP 2.6","./mc_output_trial0247",26.48628603
"RCP 2.6","./mc_output_trial0248",26.9688663
"RCP 2.6","./mc_output_trial0249",26.59557025
"RCP 2.6","./mc_output_trial0250",28.56562157
"RCP 4.5","./mc_output_trial0001",26.53605971
"RCP 4.5","./mc_output_trial0002",27.248812
"RCP 4.5","./mc_output_trial0003",25.4066971
"RCP 4.5","./mc_output_trial0004",25.48815264
"RCP 4.5","./mc_output_trial0005",27.4421739
"RCP 4.5","./mc_output_trial0006",23.9814319
"RCP 4.5","./mc_output_trial0007",26.44282543
"RCP 4.5","./mc_output_trial0008",24.72668399
"RCP 4.5","./mc_output_trial0009",24.87792969
"RCP 4.5","./mc_output_trial0010",25.24092777
"RCP 4.5","./mc_output_trial0011",25.58663193
"RCP 4.5","./mc_output_trial0012",27.34584612
"RCP 4.5","./mc_output_trial0013",26.1821426
"RCP 4.5","./mc_output_trial0014",24.83546368
"RCP 4.5","./mc_output_trial0015",24.57066636
"RCP 4.5","./mc_output_trial0016",25.13267579
"RCP 4.5","./mc_output_trial0017",24.96609614
"RCP 4.5","./mc_output_trial0018",25.66165075
"RCP 4.5","./mc_output_trial0019",24.74722934
"RCP 4.5","./mc_output_trial0020",26.36909223
"RCP 4.5","./mc_output_trial0021",25.38832292
"RCP 4.5","./mc_output_trial0022",25.51103619
"RCP 4.5","./mc_output_trial0023",25.89599163
"RCP 4.5","./mc_output_trial0024",28.71684746
"RCP 4.5","./mc_output_trial0025",25.2746892
"RCP 4.5","./mc_output_trial0026",26.99041216
"RCP 4.5","./mc_output_trial0027",24.7539146
"RCP 4.5","./mc_output_trial0028",25.36882104
"RCP 4.5","./mc_output_trial0029",24.5685954
"RCP 4.5","./mc_output_trial0030",28.66499544
"RCP 4.5","./mc_output_trial0031",26.2709896
"RCP 4.5","./mc_output_trial0032",26.23911733
"RCP 4.5","./mc_output_trial0033",27.13570856
"RCP 4.5","./mc_output_trial0034",25.94954622
"RCP 4.5","./mc_output_trial0035",25.24819639
"RCP 4.5","./mc_output_trial0036",24.96757504
"RCP 4.5","./mc_output_trial0037",24.8875634
"RCP 4.5","./mc_output_trial0038",26.11463137
"RCP 4.5","./mc_output_trial0039",31.09352324
"RCP 4.5","./mc_output_trial0040",26.04139363
"RCP 4.5","./mc_output_trial0041",24.97446334
"RCP 4.5","./mc_output_trial0042",25.78502494
"RCP 4.5","./mc_output_trial0043",25.85105013
"RCP 4.5","./mc_output_trial0044",25.65119804
"RCP 4.5","./mc_output_trial0045",25.73929967
"RCP 4.5","./mc_output_trial0046",25.04440896
"RCP 4.5","./mc_output_trial0047",25.65759937
"RCP 4.5","./mc_output_trial0048",24.90327303
"RCP 4.5","./mc_output_trial0049",25.31067694
"RCP 4.5","./mc_output_trial0050",27.02355964
"RCP 4.5","./mc_output_trial0051",26.42587629
"RCP 4.5","./mc_output_trial0052",25.89245738
"RCP 4.5","./mc_output_trial0053",25.61331373
"RCP 4.5","./mc_output_trial0054",27.26388567
"RCP 4.5","./mc_output_trial0055",26.51217894
"RCP 4.5","./mc_output_trial0056",23.2809819
"RCP 4.5","./mc_output_trial0057",24.64187229
"RCP 4.5","./mc_output_trial0058",27.0948605
"RCP 4.5","./mc_output_trial0059",27.78849666
"RCP 4.5","./mc_output_trial0060",24.44645103
"RCP 4.5","./mc_output_trial0061",26.07386662
"RCP 4.5","./mc_output_trial0062",24.87592251
"RCP 4.5","./mc_output_trial0063",25.69826841
"RCP 4.5","./mc_output_trial0064",25.85873853
"RCP 4.5","./mc_output_trial0065",25.08720294
"RCP 4.5","./mc_output_trial0066",25.51956412
"RCP 4.5","./mc_output_trial0067",24.04268707
"RCP 4.5","./mc_output_trial0068",32.90134673
"RCP 4.5","./mc_output_trial0069",25.91776616
"RCP 4.5","./mc_output_trial0070",26.89183004
"RCP 4.5","./mc_output_trial0071",23.18785598
"RCP 4.5","./mc_output_trial0072",28.1327698
"RCP 4.5","./mc_output_trial0073",25.42110608
"RCP 4.5","./mc_output_trial0074",25.10808471
"RCP 4.5","./mc_output_trial0075",25.45660714
"RCP 4.5","./mc_output_trial0076",24.10719053
"RCP 4.5","./mc_output_trial0077",25.32094689
"RCP 4.5","./mc_output_trial0078",27.49216822
"RCP 4.5","./mc_output_trial0079",25.56075054
"RCP 4.5","./mc_output_trial0080",26.03021792
"RCP 4.5","./mc_output_trial0081",26.54596375
"RCP 4.5","./mc_output_trial0082",27.413893
"RCP 4.5","./mc_output_trial0083",27.06422285
"RCP 4.5","./mc_output_trial0084",23.87136003
"RCP 4.5","./mc_output_trial0085",24.59082178
"RCP 4.5","./mc_output_trial0086",25.39453059
"RCP 4.5","./mc_output_trial0087",28.12393885
"RCP 4.5","./mc_output_trial0088",29.29829667
"RCP 4.5","./mc_output_trial0089",26.22701669
"RCP 4.5","./mc_output_trial0090",24.7827766
"RCP 4.5","./mc_output_trial0091",26.58713435
"RCP 4.5","./mc_output_trial0092",25.02652489
"RCP 4.5","./mc_output_trial0093",22.54566423
"RCP 4.5","./mc_output_trial0094",25.31499914
"RCP 4.5","./mc_output_trial0095",25.31104332
"RCP 4.5","./mc_output_trial0096",25.25574651
"RCP 4.5","./mc_output_trial0097",35.82125255
"RCP 4.5","./mc_output_trial0098",26.24154451
"RCP 4.5","./mc_output_trial0099",25.62403992
"RCP 4.5","./mc_output_trial0100",24.64749029
"RCP 4.5","./mc_output_trial0101",26.62685104
"RCP 4.5","./mc_output_trial0102",25.16212922
"RCP 4.5","./mc_output_trial0103",27.94181999
"RCP 4.5","./mc_output_trial0104",27.1489549
"RCP 4.5","./mc_output_trial0105",28.36606916
"RCP 4.5","./mc_output_trial0106",23.97651811
"RCP 4.5","./mc_output_trial0107",25.65373645
"RCP 4.5","./mc_output_trial0108",29.3628947
"RCP 4.5","./mc_output_trial0109",26.41441474
"RCP 4.5","./mc_output_trial0110",26.54486382
"RCP 4.5","./mc_output_trial0111",26.71065054
"RCP 4.5","./mc_output_trial0112",25.50581724
"RCP 4.5","./mc_output_trial0113",26.54188594
"RCP 4.5","./mc_output_trial0114",31.70079509
"RCP 4.5","./mc_output_trial0115",25.39362442
"RCP 4.5","./mc_output_trial0116",24.32445724
"RCP 4.5","./mc_output_trial0117",25.46647072
"RCP 4.5","./mc_output_trial0118",27.62150265
"RCP 4.5","./mc_output_trial0119",28.47273319
"RCP 4.5","./mc_output_trial0120",25.24959053
"RCP 4.5","./mc_output_trial0121",26.05811143
"RCP 4.5","./mc_output_trial0122",27.63786682
"RCP 4.5","./mc_output_trial0123",25.0715737
"RCP 4.5","./mc_output_trial0124",25.94866331
"RCP 4.5","./mc_output_trial0125",26.5535147
"RCP 4.5","./mc_output_trial0126",27.17125225
"RCP 4.5","./mc_output_trial0127",26.67213472
"RCP 4.5","./mc_output_trial0128",28.21058082
"RCP 4.5","./mc_output_trial0129",24.37501293
"RCP 4.5","./mc_output_trial0130",29.01046045
"RCP 4.5","./mc_output_trial0131",26.05285139
"RCP 4.5","./mc_output_trial0132",26.19961189
"RCP 4.5","./mc_output_trial0133",25.32358285
"RCP 4.5","./mc_output_trial0134",24.77826131
"RCP 4.5","./mc_output_trial0135",26.7065225
"RCP 4.5","./mc_output_trial0136",27.45133979
"RCP 4.5","./mc_output_trial0137",25.01815291
"RCP 4.5","./mc_output_trial0138",27.32256156
"RCP 4.5","./mc_output_trial0139",25.368403
"RCP 4.5","./mc_output_trial0140",26.31495978
"RCP 4.5","./mc_output_trial0141",27.14622949
"RCP 4.5","./mc_output_trial0142",25.31037296
"RCP 4.5","./mc_output_trial0143",28.95081527
"RCP 4.5","./mc_output_trial0144",26.70097
"RCP 4.5","./mc_output_trial0145",27.78397533
"RCP 4.5","./mc_output_trial0146",28.15636232
"RCP 4.5","./mc_output_trial0147",27.15697865
"RCP 4.5","./mc_output_trial0148",28.39183549
"RCP 4.5","./mc_output_trial0149",26.47372504
"RCP 4.5","./mc_output_trial0150",26.50365325
"RCP 4.5","./mc_output_trial0151",25.24494217
"RCP 4.5","./mc_output_trial0152",26.96538236
"RCP 4.5","./mc_output_trial0153",25.28006953
"RCP 4.5","./mc_output_trial0154",26.16084581
"RCP 4.5","./mc_output_trial0155",24.39403571
"RCP 4.5","./mc_output_trial0156",25.43312675
"RCP 4.5","./mc_output_trial0157",26.59935956
"RCP 4.5","./mc_output_trial0158",25.78674138
"RCP 4.5","./mc_output_trial0159",24.4136316
"RCP 4.5","./mc_output_trial0160",26.34667442
"RCP 4.5","./mc_output_trial0161",26.02796423
"RCP 4.5","./mc_output_trial0162",25.42012658
"RCP 4.5","./mc_output_trial0163",25.51826632
"RCP 4.5","./mc_output_trial0164",26.71198718
"RCP 4.5","./mc_output_trial0165",26.06188822
"RCP 4.5","./mc_output_trial0166",26.65374988
"RCP 4.5","./mc_output_trial0167",24.50823446
"RCP 4.5","./mc_output_trial0168",24.62086142
"RCP 4.5","./mc_output_trial0169",24.24947485
"RCP 4.5","./mc_output_trial0170",25.70305884
"RCP 4.5","./mc_output_trial0171",24.5349076
"RCP 4.5","./mc_output_trial0172",27.67717308
"RCP 4.5","./mc_output_trial0173",25.69411695
"RCP 4.5","./mc_output_trial0174",24.61220306
"RCP 4.5","./mc_output_trial0175",27.76467211
"RCP 4.5","./mc_output_trial0176",27.96558999
"RCP 4.5","./mc_output_trial0177",25.33136932
"RCP 4.5","./mc_output_trial0178",26.20743905
"RCP 4.5","./mc_output_trial0179",26.93224588
"RCP 4.5","./mc_output_trial0180",26.51283411
"RCP 4.5","./mc_output_trial0181",25.16326244
"RCP 4.5","./mc_output_trial0182",24.53488972
"RCP 4.5","./mc_output_trial0183",28.7570247
"RCP 4.5","./mc_output_trial0184",24.35801179
"RCP 4.5","./mc_output_trial0185",25.32743203
"RCP 4.5","./mc_output_trial0186",31.5762819
"RCP 4.5","./mc_output_trial0187",26.80339429
"RCP 4.5","./mc_output_trial0188",25.68621757
"RCP 4.5","./mc_output_trial0189",25.97934802
"RCP 4.5","./mc_output_trial0190",24.36161168
"RCP 4.5","./mc_output_trial0191",24.55591465
"RCP 4.5","./mc_output_trial0192",26.99110002
"RCP 4.5","./mc_output_trial0193",23.56991483
"RCP 4.5","./mc_output_trial0194",25.92572268
"RCP 4.5","./mc_output_trial0195",25.58108978
"RCP 4.5","./mc_output_trial0196",24.79678387
"RCP 4.5","./mc_output_trial0197",26.65829681
"RCP 4.5","./mc_output_trial0198",25.19438187
"RCP 4.5","./mc_output_trial0199",25.44247944
"RCP 4.5","./mc_output_trial0200",24.62549114
"RCP 4.5","./mc_output_trial0201",28.16177152
"RCP 4.5","./mc_output_trial0202",26.20195521
"RCP 4.5","./mc_output_trial0203",25.0619754
"RCP 4.5","./mc_output_trial0204",27.30857478
"RCP 4.5","./mc_output_trial0205",26.21507842
"RCP 4.5","./mc_output_trial0206",25.0833323
"RCP 4.5","./mc_output_trial0207",26.29049918
"RCP 4.5","./mc_output_trial0208",25.4323814
"RCP 4.5","./mc_output_trial0209",29.07551582
"RCP 4.5","./mc_output_trial0210",24.59643071
"RCP 4.5","./mc_output_trial0211",23.99948644
"RCP 4.5","./mc_output_trial0212",26.58329856
"RCP 4.5","./mc_output_trial0213",23.58350201
"RCP 4.5","./mc_output_trial0214",26.9122172
"RCP 4.5","./mc_output_trial0215",27.52219703
"RCP 4.5","./mc_output_trial0216",24.71521093
"RCP 4.5","./mc_output_trial0217",24.81310104
"RCP 4.5","./mc_output_trial0218",24.80533272
"RCP 4.5","./mc_output_trial0219",26.31711554
"RCP 4.5","./mc_output_trial0220",24.74792792
"RCP 4.5","./mc_output_trial0221",25.60050551
"RCP 4.5","./mc_output_trial0222",25.99863488
"RCP 4.5","./mc_output_trial0223",25.20546189
"RCP 4.5","./mc_output_trial0224",26.46390962
"RCP 4.5","./mc_output_trial0225",25.38131476
"RCP 4.5","./mc_output_trial0226",25.38026843
"RCP 4.5","./mc_output_trial0227",25.09608869
"RCP 4.5","./mc_output_trial0228",25.40759875
"RCP 4.5","./mc_output_trial0229",26.08605305
"RCP 4.5","./mc_output_trial0230",25.32653823
"RCP 4.5","./mc_output_trial0231",25.91368743
"RCP 4.5","./mc_output_trial0232",27.20001553
"RCP 4.5","./mc_output_trial0233",25.04460968
"RCP 4.5","./mc_output_trial0234",25.9196523
"RCP 4.5","./mc_output_trial0235",24.76298437
"RCP 4.5","./mc_output_trial0236",26.10345201
"RCP 4.5","./mc_output_trial0237",23.85901647
"RCP 4.5","./mc_output_trial0238",27.69975836
"RCP 4.5","./mc_output_trial0239",24.09940421
"RCP 4.5","./mc_output_trial0240",25.74535147
"RCP 4.5","./mc_output_trial0241",26.83432474
"RCP 4.5","./mc_output_trial0242",25.01135283
"RCP 4.5","./mc_output_trial0243",28.01487127
"RCP 4.5","./mc_output_trial0244",26.72497649
"RCP 4.5","./mc_output_trial0245",25.80863072
"RCP 4.5","./mc_output_trial0246",25.88509375
"RCP 4.5","./mc_output_trial0247",26.58709642
"RCP 4.5","./mc_output_trial0248",23.7602509
"RCP 4.5","./mc_output_trial0249",26.5393454
"RCP 4.5","./mc_output_trial0250",28.82390624
"RCP 8.5","./mc_output_trial0001",24.73258196
"RCP 8.5","./mc_output_trial0002",24.61686482
"RCP 8.5","./mc_output_trial0003",25.92116715
"RCP 8.5","./mc_output_trial0004",23.70703961
"RCP 8.5","./mc_output_trial0005",22.99347815
"RCP 8.5","./mc_output_trial0006",23.83468975
"RCP 8.5","./mc_output_trial0007",24.39086303
"RCP 8.5","./mc_output_trial0008",24.87518461
"RCP 8.5","./mc_output_trial0009",24.0180617
"RCP 8.5","./mc_output_trial0010",24.32346591
"RCP 8.5","./mc_output_trial0011",23.50118673
"RCP 8.5","./mc_output_trial0012",24.77060783
"RCP 8.5","./mc_output_trial0013",25.33405033
"RCP 8.5","./mc_output_trial0014",28.52536758
"RCP 8.5","./mc_output_trial0015",26.31974905
"RCP 8.5","./mc_output_trial0016",24.96931445
"RCP 8.5","./mc_output_trial0017",24.47702682
"RCP 8.5","./mc_output_trial0018",26.47014058
"RCP 8.5","./mc_output_trial0019",24.14381613
"RCP 8.5","./mc_output_trial0020",23.07446785
"RCP 8.5","./mc_output_trial0021",24.33025683
"RCP 8.5","./mc_output_trial0022",24.45868025
"RCP 8.5","./mc_output_trial0023",25.0860164
"RCP 8.5","./mc_output_trial0024",23.46424274
"RCP 8.5","./mc_output_trial0025",25.45981932
"RCP 8.5","./mc_output_trial0026",23.48321885
"RCP 8.5","./mc_output_trial0027",24.46379986
"RCP 8.5","./mc_output_trial0028",24.76575058
"RCP 8.5","./mc_output_trial0029",24.64992442
"RCP 8.5","./mc_output_trial0030",24.65343187
"RCP 8.5","./mc_output_trial0031",23.59374614
"RCP 8.5","./mc_output_trial0032",24.02261026
"RCP 8.5","./mc_output_trial0033",27.17526974
"RCP 8.5","./mc_output_trial0034",23.44410173
"RCP 8.5","./mc_output_trial0035",24.48783164
"RCP 8.5","./mc_output_trial0036",26.56684878
"RCP 8.5","./mc_output_trial0037",23.85927065
"RCP 8.5","./mc_output_trial0038",25.40623008
